"Origem","Destino","Nat","Tipo","Materia","NomeNovo"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\PORTADOR - Edimar Marcio Ribeiro.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Outros processuais\Civel\Protesto - Edimar Marcio Ribeiro CEF Marajinho Agroindustrial.doc","01 - Juridico","Outros processuais","Civel","Protesto - Edimar Marcio Ribeiro CEF Marajinho Agroindustrial.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\http www.camara 2.gov.pdf","C:\Users\mauri\HD_Mau\01 - Juridico\Pareceres e notas tecnicas\Administrativo\Parecer - Medida Provisoria 565 2012 Credito rural constitucional.pdf","01 - Juridico","Pareceres e notas tecnicas","Administrativo","Parecer - Medida Provisoria 565 2012 Credito rural constitucional.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 2008.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Recursos\Eleitoral\Lista TSE - Representacao conduta vedada agente publico Eloi Pinto Arajuo 2008 2015.doc","01 - Juridico","Recursos","Eleitoral","Lista TSE - Representacao conduta vedada agente publico Eloi Pinto Arajuo 2008 2015.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 07-10-2016 - PROT 13758 (2).pdf","C:\Users\mauri\HD_Mau\03 - Administrativo\Outros\Log cartorio Brazopolis Febraban C9580710.163 CORENMG 2016.pdf","03 - Administrativo","","Outros","Log cartorio Brazopolis Febraban C9580710.163 CORENMG 2016.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\JU de Marco - dez09.doc","C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Comprovantes e recibos\Recibo - Pagamento Juliana Marco Souza Chaves ECT Correios 21 11 2005.doc","04 - Pessoal e financeiro","","Comprovantes e recibos","Recibo - Pagamento Juliana Marco Souza Chaves ECT Correios 21 11 2005.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\REVIU CORSIN1 13-05-10 CDD Floresta.doc","C:\Users\mauri\HD_Mau\03 - Administrativo\Atas e sessoes\relatorio visita ASGET 10 05 2013.doc","03 - Administrativo","","Atas e sessoes","relatorio visita ASGET 10 05 2013.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento digitalizado - 20-03-2014.pdf","C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Comprovantes e recibos\comprovante pagamento cartorio protesto 05 03 2014.pdf","04 - Pessoal e financeiro","","Comprovantes e recibos","comprovante pagamento cartorio protesto 05 03 2014.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\3761.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Pareceres e notas tecnicas\Administrativo\parecer tecnico execucao sentenca JOSE ADALTO FONSECA 2011.doc","01 - Juridico","Pareceres e notas tecnicas","Administrativo","parecer tecnico execucao sentenca JOSE ADALTO FONSECA 2011.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 013816-9.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Tributario\sentenca medida cautelar inominada ENGENHO CONSTRUCOES LTDA 2005.doc","01 - Juridico","Acordaos e decisoes","Tributario","sentenca medida cautelar inominada ENGENHO CONSTRUCOES LTDA 2005.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\dig001001.pdf","C:\Users\mauri\HD_Mau\03 - Administrativo\Listas e planilhas\relatorio movimentacao veiculo CEE Montes Claros 2012.pdf","03 - Administrativo","","Listas e planilhas","relatorio movimentacao veiculo CEE Montes Claros 2012.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 005730-0.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Previdenciario\sentenca acao ordinaria GLORIA DE FARIA SALES CAIXA ECONOMICA FEDERAL 2007.doc","01 - Juridico","Acordaos e decisoes","Previdenciario","sentenca acao ordinaria GLORIA DE FARIA SALES CAIXA ECONOMICA FEDERAL 2007.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Andreia Rita dos Santos.pdf","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Trabalhista\ata audiencia ANDREA RITA SANTOS 256 2008.pdf","01 - Juridico","Acordaos e decisoes","Trabalhista","ata audiencia ANDREA RITA SANTOS 256 2008.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Apartamento Rua Pium-i.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Despachos e votos\Trabalhista\edital praca 00243 11 TRT 3 REGIAO MG 2006.doc","01 - Juridico","Despachos e votos","Trabalhista","edital praca 00243 11 TRT 3 REGIAO MG 2006.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Texto Ada - 21-08-2013.pdf","C:\Users\mauri\HD_Mau\01 - Juridico\Pareceres e notas tecnicas\Penal\parecer tecnico direito prova contraditorio pericia penal.pdf","01 - Juridico","Pareceres e notas tecnicas","Penal","parecer tecnico direito prova contraditorio pericia penal.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Trabalhista\EXPURGOS Rosalina.pdf","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Trabalho\peticao ROSALINA BARBOSA LOPES VIEIRA 01666-2006-140-03-00-0.pdf","01 - Juridico","Peticoes","Trabalho","peticao ROSALINA BARBOSA LOPES VIEIRA 01666-2006-140-03-00-0.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 007196-6.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Civel\sentenca embargos execucao UNIAO FEDERAL ESPOSITO CIA LTDA 2006.doc","01 - Juridico","Acordaos e decisoes","Civel","sentenca embargos execucao UNIAO FEDERAL ESPOSITO CIA LTDA 2006.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Apartamento 600 m2 desconhecido.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Despachos e votos\Trabalhista\edital praca 00131 11 TRT 3 REGIAO MG 2008.doc","01 - Juridico","Despachos e votos","Trabalhista","edital praca 00131 11 TRT 3 REGIAO MG 2008.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 020908-2.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Civel\sentenca acao ordinaria WILSON RIBEIRO DE OLIVEIRA CAIXA ECONOMICA FEDERAL 2008.doc","01 - Juridico","Acordaos e decisoes","Civel","sentenca acao ordinaria WILSON RIBEIRO DE OLIVEIRA CAIXA ECONOMICA FEDERAL 2008.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 10-04-2020.pdf","C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Comprovantes e recibos\demonstrativo pagamento aluguel SERGIO LANNES CONSTRUCOES 02 04 2020.pdf","04 - Pessoal e financeiro","","Comprovantes e recibos","demonstrativo pagamento aluguel SERGIO LANNES CONSTRUCOES 02 04 2020.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\24.pdf","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Portugues\resumo subordinadas relativas alemao Luther Wartburg.pdf","02 - Estudos e concursos","","Portugues","resumo subordinadas relativas alemao Luther Wartburg.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\024722-6.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Administrativo\sentenca embargos execucao UNIAO FEDERAL ABRAHAO CARLOS DINIZ RAMOS 2008.doc","01 - Juridico","Acordaos e decisoes","Administrativo","sentenca embargos execucao UNIAO FEDERAL ABRAHAO CARLOS DINIZ RAMOS 2008.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Parte 7.pdf","C:\Users\mauri\HD_Mau\03 - Administrativo\Formularios\plano carreiras cargos salarios ECT OFICIAL MANUTENCAO PREDIAL.pdf","03 - Administrativo","","Formularios","plano carreiras cargos salarios ECT OFICIAL MANUTENCAO PREDIAL.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Criticas Aline.docx","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Direito Eleitoral\texto TICs tecnologia informacao justica eleitoral.docx","02 - Estudos e concursos","","Direito Eleitoral","texto TICs tecnologia informacao justica eleitoral.docx"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 004784-0.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Tributario\sentenca acao ordinaria SORH SERVIÇOS RECURSOS HUMANOS LTDA INSS 2005.doc","01 - Juridico","Acordaos e decisoes","Tributario","sentenca acao ordinaria SORH SERVIÇOS RECURSOS HUMANOS LTDA INSS 2005.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento millenium 015768620024013300 3-1.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Administrativo\EMBARGOS DECLA 2005.38.00.008813-3 Omissao Contradicao ECT Millennium Saude.doc","01 - Juridico","Acordaos e decisoes","Administrativo","EMBARGOS DECLA 2005.38.00.008813-3 Omissao Contradicao ECT Millennium Saude.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\PORTADOR Elisangela Rodrigues Coelho-ME.doc","C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Outros\Protesto titulo DMI portador Elisangela Rodrigues.doc","04 - Pessoal e financeiro","","Outros","Protesto titulo DMI portador Elisangela Rodrigues.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 008813-3.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Administrativo\SENTENCA 2005.38.00.008813-3 Embargos Execucao URV Uniao Federal.doc","01 - Juridico","Acordaos e decisoes","Administrativo","SENTENCA 2005.38.00.008813-3 Embargos Execucao URV Uniao Federal.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\48198-03.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Administrativo\SENTENCA 48198-03.2010.4.01.3800 Acao Ordinaria OAB Adriano Souza Pereira Ordem Advogados.doc","01 - Juridico","Acordaos e decisoes","Administrativo","SENTENCA 48198-03.2010.4.01.3800 Acao Ordinaria OAB Adriano Souza Pereira Ordem Advogados.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 007394-0.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Tributario\SENTENCA 2008.38.00.007394-0 Mandado Seguranca Semeio Agro Recita Federal.doc","01 - Juridico","Acordaos e decisoes","Tributario","SENTENCA 2008.38.00.007394-0 Mandado Seguranca Semeio Agro Recita Federal.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\024598-3.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Civel\SENTENCA 2008.38.00.024598-3 Cautelar Inominada SFH Oscar Matos Uniao EMGEA.doc","01 - Juridico","Acordaos e decisoes","Civel","SENTENCA 2008.38.00.024598-3 Cautelar Inominada SFH Oscar Matos Uniao EMGEA.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\SKMBT 60013083014110.pdf","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Trabalhista\ALVARADO 01159-2001-079-03-00-2 Deposito Recursal Jose Arimateia Gomes Serve Vigilancia.pdf","01 - Juridico","Acordaos e decisoes","Trabalhista","ALVARADO 01159-2001-079-03-00-2 Deposito Recursal Jose Arimateia Gomes Serve Vigilancia.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\023750-6.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Civel\SENTENCA 2008.38.00.023750-6 Cumprimento Sentenca Expurgos Inflacionarios Poupanca Angela Maria Marliere Caixa Economica.doc","01 - Juridico","Acordaos e decisoes","Civel","SENTENCA 2008.38.00.023750-6 Cumprimento Sentenca Expurgos Inflacionarios Poupanca Angela Maria Marliere Caixa Economica.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\025640-3.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Administrativo\SENTENCA 2008.38.00.025640-3 Acao Ordinaria Gratificacao Incorporada Christianne Callado Souza Uniao.doc","01 - Juridico","Acordaos e decisoes","Administrativo","SENTENCA 2008.38.00.025640-3 Acao Ordinaria Gratificacao Incorporada Christianne Callado Souza Uniao.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\R007.doc","C:\Users\mauri\HD_Mau\03 - Administrativo\Outros\Protesto Duplicata DMI 26236-02 Falta Pagamento Tabelionato.doc","03 - Administrativo","","Outros","Protesto Duplicata DMI 26236-02 Falta Pagamento Tabelionato.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\024424-1.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Administrativo\SENTENCA 2009.38.00.024424-1 Mandado Seguranca Apreensao Antonio Jose Rabelo PF.doc","01 - Juridico","Acordaos e decisoes","Administrativo","SENTENCA 2009.38.00.024424-1 Mandado Seguranca Apreensao Antonio Jose Rabelo PF.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\3784.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Pareceres e notas tecnicas\Trabalhista\PARECER TECNICO 3.784-2013 Execucao Sentenca Messias Cunha ECT SINTCOM.doc","01 - Juridico","Pareceres e notas tecnicas","Trabalhista","PARECER TECNICO 3.784-2013 Execucao Sentenca Messias Cunha ECT SINTCOM.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\024534-6.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Tributario\SENTENCA 2009.38.00.024534-6 Acao Ordinaria Emprestimo Compulsorio Cimilho Comercio Centrais Eletricas Uniao.doc","01 - Juridico","Acordaos e decisoes","Tributario","SENTENCA 2009.38.00.024534-6 Acao Ordinaria Emprestimo Compulsorio Cimilho Comercio Centrais Eletricas Uniao.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\044584-3.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Civel\SENTENCA 2005.38.00.044584-3 Acao Ordinaria FGTS Jair Ignacio Conceicao Caixa Economica Federal.doc","01 - Juridico","Acordaos e decisoes","Civel","SENTENCA 2005.38.00.044584-3 Acao Ordinaria FGTS Jair Ignacio Conceicao Caixa Economica Federal.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 012907-1.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Civel\SENTENCA 2008.38.00.012907-1 Embargos Terceiro Condominio Propriedade Caixa Economica Federal.doc","01 - Juridico","Acordaos e decisoes","Civel","SENTENCA 2008.38.00.012907-1 Embargos Terceiro Condominio Propriedade Caixa Economica Federal.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 007094-3.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Civel\SENTENCA 2005.38.00.007094-3 Acao Monitoria Creditos Rotativos Ville Mor Materiais Caixa Economica Federal.doc","01 - Juridico","Acordaos e decisoes","Civel","SENTENCA 2005.38.00.007094-3 Acao Monitoria Creditos Rotativos Ville Mor Materiais Caixa Economica Federal.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\58800-53A.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Administrativo\SENTENCA 58800-53.2010.4.01.3800 Mandado Seguranca Registro Profissional Joao Luis Resende Conselho Regional Economia.doc","01 - Juridico","Acordaos e decisoes","Administrativo","SENTENCA 58800-53.2010.4.01.3800 Mandado Seguranca Registro Profissional Joao Luis Resende Conselho Regional Economia.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Apartamento Sion 2 - Rua Florida.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Civel\EDITAL HASTA PUBLICA 002403.185.847-5 Cobranca Cumprimento Sentenca Condominio Edificio Florida Wilton Braga Oliveira.doc","01 - Juridico","Acordaos e decisoes","Civel","EDITAL HASTA PUBLICA 002403.185.847-5 Cobranca Cumprimento Sentenca Condominio Edificio Florida Wilton Braga Oliveira.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\71076-19.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Civel\SENTENCA 71076-19.2010.4.01.3800 Acao Ordinaria SFH Reajuste Prestacoes Elias Lopes Oliveira Caixa Economica Federal.doc","01 - Juridico","Acordaos e decisoes","Civel","SENTENCA 71076-19.2010.4.01.3800 Acao Ordinaria SFH Reajuste Prestacoes Elias Lopes Oliveira Caixa Economica Federal.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\R014.doc","C:\Users\mauri\HD_Mau\03 - Administrativo\Outros\Protesto Duplicata DMI 018415-01 Falta Pagamento Tabelionato.doc","03 - Administrativo","","Outros","Protesto Duplicata DMI 018415-01 Falta Pagamento Tabelionato.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Arthur e Tarcisio II.pdf","C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Comprovantes e recibos\FGC consulta conta vinculada ECT tarcisio aquino quintao 2008.pdf","04 - Pessoal e financeiro","","Comprovantes e recibos","FGC consulta conta vinculada ECT tarcisio aquino quintao 2008.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 015454-0.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Tributario\Sentenca processo 2006.38.00.015454-0 execucao diversa tributaria 2006.doc","01 - Juridico","Acordaos e decisoes","Tributario","Sentenca processo 2006.38.00.015454-0 execucao diversa tributaria 2006.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\DOCS - Antonio Marcos de Castro.pdf","C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Documentos pessoais\Contrato trabalho ECT antonio marcos castro 45 dias experiencia.pdf","04 - Pessoal e financeiro","","Documentos pessoais","Contrato trabalho ECT antonio marcos castro 45 dias experiencia.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Eleitoral\prefeito eleicoes 2012 gabinete DT analistas.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Outros processuais\Eleitoral\Relatorio consulta processos prefeito 2012.doc","01 - Juridico","Outros processuais","Eleitoral","Relatorio consulta processos prefeito 2012.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 03-09-2014.pdf","C:\Users\mauri\HD_Mau\03 - Administrativo\Listas e planilhas\Registro log caratorio upload confirmacao brazopolis 2014.pdf","03 - Administrativo","","Listas e planilhas","Registro log caratorio upload confirmacao brazopolis 2014.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 84598-16.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Recursos\Administrativo\Sentenca mandado seguranca 84598-16.2010.4.01.3800 dnit.doc","01 - Juridico","Recursos","Administrativo","Sentenca mandado seguranca 84598-16.2010.4.01.3800 dnit.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Eleitoral\34162-53.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Administrativo\Sentenca acao ordinaria 34162-53.2010.4.01.3800 suspensao jose carlos oliveira.doc","01 - Juridico","Acordaos e decisoes","Administrativo","Sentenca acao ordinaria 34162-53.2010.4.01.3800 suspensao jose carlos oliveira.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 07-04-2015.pdf","C:\Users\mauri\HD_Mau\03 - Administrativo\Listas e planilhas\Registro log caratorio upload confirmacao brazopolis 2015.pdf","03 - Administrativo","","Listas e planilhas","Registro log caratorio upload confirmacao brazopolis 2015.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Ficcarelli 91 140.pdf","C:\Users\mauri\HD_Mau\01 - Juridico\Outros processuais\Civel\Fase preparatoria processo civile beatrice ficcarelli.pdf","01 - Juridico","Outros processuais","Civel","Fase preparatoria processo civile beatrice ficcarelli.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\56189-30.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Civel\Sentenca embargos declaracao autos 56189-30.2010.4.01.3800 monitoria.doc","01 - Juridico","Acordaos e decisoes","Civel","Sentenca embargos declaracao autos 56189-30.2010.4.01.3800 monitoria.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Tributario\Lazara Rodolfina Pereira Oliveira - CDA - DAE.pdf","C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Impostos\Certidao divida ativa fazenda publica estadual minas gerais 2005.pdf","04 - Pessoal e financeiro","","Impostos","Certidao divida ativa fazenda publica estadual minas gerais 2005.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\MFDV.doc","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Direito Previdenciario\Estudo situacao mfdv stj resp 1186513 recurso repetitivo.doc","02 - Estudos e concursos","","Direito Previdenciario","Estudo situacao mfdv stj resp 1186513 recurso repetitivo.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 20-11-2015.pdf","C:\Users\mauri\HD_Mau\03 - Administrativo\Listas e planilhas\Registro log caratorio upload confirmacao brazopolis 2015 (2).pdf","03 - Administrativo","","Listas e planilhas","Registro log caratorio upload confirmacao brazopolis 2015 (2).pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\CORRELACAO.doc","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Raciocinio Logico e Matematica\Estudo correlacao estatistica edital fiscal receita.doc","02 - Estudos e concursos","","Raciocinio Logico e Matematica","Estudo correlacao estatistica edital fiscal receita.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Classe geral.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Outros processuais\Eleitoral\Relatorio processos tse gabinete ministro luiz fux 2015.doc","01 - Juridico","Outros processuais","Eleitoral","Relatorio processos tse gabinete ministro luiz fux 2015.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento digitalizado - 11-05-2014 (4).pdf","C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Comprovantes e recibos\Saque conta corrente banco postal caratorio 08 05 2014.pdf","04 - Pessoal e financeiro","","Comprovantes e recibos","Saque conta corrente banco postal caratorio 08 05 2014.pdf"
