"Rel","Nivel","Cat","Arq","NSub","Full"
"06 - Estudos, concursos e leitura\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\MONOGRAFIA FEDERALISMO\Questão bancária\Lidos","7","06 - Estudos, concursos e leitura","7","0","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\MONOGRAFIA FEDERALISMO\Questão bancária\Lidos"
"06 - Estudos, concursos e leitura\TESE\DISSERTAÇÃO\DEPÓSITO","4","06 - Estudos, concursos e leitura","10","1","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\TESE\DISSERTAÇÃO\DEPÓSITO"
"06 - Estudos, concursos e leitura\TESE\DISSERTAÇÃO\DEPÓSITO\SEI (no TSE)","5","06 - Estudos, concursos e leitura","5","0","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\TESE\DISSERTAÇÃO\DEPÓSITO\SEI (no TSE)"
"06 - Estudos, concursos e leitura\TESE\GRUPO TSE\Abordagem histórica","4","06 - Estudos, concursos e leitura","41","7","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\TESE\GRUPO TSE\Abordagem histórica"
"06 - Estudos, concursos e leitura\TESE\GRUPO TSE\Adjudicação","4","06 - Estudos, concursos e leitura","9","0","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\TESE\GRUPO TSE\Adjudicação"
"06 - Estudos, concursos e leitura\TESE\GRUPO TSE\Administração","4","06 - Estudos, concursos e leitura","33","0","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\TESE\GRUPO TSE\Administração"
"06 - Estudos, concursos e leitura\TESE\GRUPO TSE\Inscrição","4","06 - Estudos, concursos e leitura","9","0","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\TESE\GRUPO TSE\Inscrição"
"06 - Estudos, concursos e leitura\TESE\GRUPO TSE\Internacional","4","06 - Estudos, concursos e leitura","10","0","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\TESE\GRUPO TSE\Internacional"
"06 - Estudos, concursos e leitura\TESE\GRUPO TSE\Abordagem histórica\1932","5","06 - Estudos, concursos e leitura","25","0","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\TESE\GRUPO TSE\Abordagem histórica\1932"
"06 - Estudos, concursos e leitura\TESE\GRUPO TSE\Abordagem histórica\1933","5","06 - Estudos, concursos e leitura","17","0","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\TESE\GRUPO TSE\Abordagem histórica\1933"
"06 - Estudos, concursos e leitura\TESE\GRUPO TSE\Abordagem histórica\1934","5","06 - Estudos, concursos e leitura","15","0","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\TESE\GRUPO TSE\Abordagem histórica\1934"
"06 - Estudos, concursos e leitura\TESE\GRUPO TSE\Abordagem histórica\1935","5","06 - Estudos, concursos e leitura","12","0","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\TESE\GRUPO TSE\Abordagem histórica\1935"
"06 - Estudos, concursos e leitura\TESE\GRUPO TSE\Abordagem histórica\1936","5","06 - Estudos, concursos e leitura","12","0","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\TESE\GRUPO TSE\Abordagem histórica\1936"
"06 - Estudos, concursos e leitura\TESE\GRUPO TSE\Abordagem histórica\1937","5","06 - Estudos, concursos e leitura","10","0","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\TESE\GRUPO TSE\Abordagem histórica\1937"
"06 - Estudos, concursos e leitura\TESE\GRUPO TSE\Abordagem histórica\Profa. Gabriela","5","06 - Estudos, concursos e leitura","12","0","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\TESE\GRUPO TSE\Abordagem histórica\Profa. Gabriela"
"06 - Estudos, concursos e leitura\TESE\Processo seletivo - Mestrado - 2019\Documentos para inscrição","4","06 - Estudos, concursos e leitura","6","0","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\TESE\Processo seletivo - Mestrado - 2019\Documentos para inscrição"
"07 - Viagens\VIAGENS","2","07 - Viagens","0","10","C:\Users\mauri\OneDrive\Documentos\07 - Viagens\VIAGENS"
"07 - Viagens\VIAGENS\Bariloche","3","07 - Viagens","1","0","C:\Users\mauri\OneDrive\Documentos\07 - Viagens\VIAGENS\Bariloche"
"07 - Viagens\VIAGENS\Búzios","3","07 - Viagens","4","0","C:\Users\mauri\OneDrive\Documentos\07 - Viagens\VIAGENS\Búzios"
"07 - Viagens\VIAGENS\Campinas","3","07 - Viagens","3","0","C:\Users\mauri\OneDrive\Documentos\07 - Viagens\VIAGENS\Campinas"
"07 - Viagens\VIAGENS\EUA","3","07 - Viagens","16","0","C:\Users\mauri\OneDrive\Documentos\07 - Viagens\VIAGENS\EUA"
"07 - Viagens\VIAGENS\Foz do Iguaçu","3","07 - Viagens","1","0","C:\Users\mauri\OneDrive\Documentos\07 - Viagens\VIAGENS\Foz do Iguaçu"
"07 - Viagens\VIAGENS\Itacaré","3","07 - Viagens","1","0","C:\Users\mauri\OneDrive\Documentos\07 - Viagens\VIAGENS\Itacaré"
"07 - Viagens\VIAGENS\Janaúba","3","07 - Viagens","1","0","C:\Users\mauri\OneDrive\Documentos\07 - Viagens\VIAGENS\Janaúba"
"07 - Viagens\VIAGENS\Maceió","3","07 - Viagens","4","0","C:\Users\mauri\OneDrive\Documentos\07 - Viagens\VIAGENS\Maceió"
"07 - Viagens\VIAGENS\Peru","3","07 - Viagens","12","0","C:\Users\mauri\OneDrive\Documentos\07 - Viagens\VIAGENS\Peru"
"07 - Viagens\VIAGENS\Rota das emoções","3","07 - Viagens","2","0","C:\Users\mauri\OneDrive\Documentos\07 - Viagens\VIAGENS\Rota das emoções"
"08 - Veículos\CRUZE","2","08 - Veículos","1","8","C:\Users\mauri\OneDrive\Documentos\08 - Veículos\CRUZE"
"08 - Veículos\GARMIN","2","08 - Veículos","3","2","C:\Users\mauri\OneDrive\Documentos\08 - Veículos\GARMIN"
"08 - Veículos\REVISÕES","2","08 - Veículos","0","2","C:\Users\mauri\OneDrive\Documentos\08 - Veículos\REVISÕES"
"08 - Veículos\CRUZE\Conserto do carro","3","08 - Veículos","4","0","C:\Users\mauri\OneDrive\Documentos\08 - Veículos\CRUZE\Conserto do carro"
"08 - Veículos\CRUZE\Docs. compra","3","08 - Veículos","10","0","C:\Users\mauri\OneDrive\Documentos\08 - Veículos\CRUZE\Docs. compra"
"08 - Veículos\CRUZE\FIPE","3","08 - Veículos","2","0","C:\Users\mauri\OneDrive\Documentos\08 - Veículos\CRUZE\FIPE"
"08 - Veículos\CRUZE\GMAC","3","08 - Veículos","1","0","C:\Users\mauri\OneDrive\Documentos\08 - Veículos\CRUZE\GMAC"
"08 - Veículos\CRUZE\IPVA e Licenciamento","3","08 - Veículos","36","0","C:\Users\mauri\OneDrive\Documentos\08 - Veículos\CRUZE\IPVA e Licenciamento"
"08 - Veículos\CRUZE\Multas","3","08 - Veículos","2","0","C:\Users\mauri\OneDrive\Documentos\08 - Veículos\CRUZE\Multas"
"08 - Veículos\CRUZE\Negociação (2021)","3","08 - Veículos","5","0","C:\Users\mauri\OneDrive\Documentos\08 - Veículos\CRUZE\Negociação (2021)"
"08 - Veículos\CRUZE\Parcelas","3","08 - Veículos","34","0","C:\Users\mauri\OneDrive\Documentos\08 - Veículos\CRUZE\Parcelas"
"08 - Veículos\GARMIN\Backups","3","08 - Veículos","0","1","C:\Users\mauri\OneDrive\Documentos\08 - Veículos\GARMIN\Backups"
"08 - Veículos\GARMIN\BRASIL","3","08 - Veículos","1","0","C:\Users\mauri\OneDrive\Documentos\08 - Veículos\GARMIN\BRASIL"
"08 - Veículos\GARMIN\Backups\403353131","4","08 - Veículos","0","3","C:\Users\mauri\OneDrive\Documentos\08 - Veículos\GARMIN\Backups\403353131"
"08 - Veículos\GARMIN\Backups\403353131\2024-04-17 (15.37.44)","5","08 - Veículos","0","2","C:\Users\mauri\OneDrive\Documentos\08 - Veículos\GARMIN\Backups\403353131\2024-04-17 (15.37.44)"
"08 - Veículos\GARMIN\Backups\403353131\2024-04-17 (15.43.09)","5","08 - Veículos","0","2","C:\Users\mauri\OneDrive\Documentos\08 - Veículos\GARMIN\Backups\403353131\2024-04-17 (15.43.09)"
"08 - Veículos\GARMIN\Backups\403353131\2024-04-18 (09.43.11)","5","08 - Veículos","0","2","C:\Users\mauri\OneDrive\Documentos\08 - Veículos\GARMIN\Backups\403353131\2024-04-18 (09.43.11)"
"08 - Veículos\GARMIN\Backups\403353131\2024-04-17 (15.37.44)\GPX","6","08 - Veículos","1","0","C:\Users\mauri\OneDrive\Documentos\08 - Veículos\GARMIN\Backups\403353131\2024-04-17 (15.37.44)\GPX"
"08 - Veículos\GARMIN\Backups\403353131\2024-04-17 (15.37.44)\Poi","6","08 - Veículos","4","0","C:\Users\mauri\OneDrive\Documentos\08 - Veículos\GARMIN\Backups\403353131\2024-04-17 (15.37.44)\Poi"
"08 - Veículos\GARMIN\Backups\403353131\2024-04-17 (15.43.09)\GPX","6","08 - Veículos","1","0","C:\Users\mauri\OneDrive\Documentos\08 - Veículos\GARMIN\Backups\403353131\2024-04-17 (15.43.09)\GPX"
"08 - Veículos\GARMIN\Backups\403353131\2024-04-17 (15.43.09)\Poi","6","08 - Veículos","4","0","C:\Users\mauri\OneDrive\Documentos\08 - Veículos\GARMIN\Backups\403353131\2024-04-17 (15.43.09)\Poi"
"08 - Veículos\GARMIN\Backups\403353131\2024-04-18 (09.43.11)\GPX","6","08 - Veículos","1","0","C:\Users\mauri\OneDrive\Documentos\08 - Veículos\GARMIN\Backups\403353131\2024-04-18 (09.43.11)\GPX"
"08 - Veículos\GARMIN\Backups\403353131\2024-04-18 (09.43.11)\Poi","6","08 - Veículos","4","0","C:\Users\mauri\OneDrive\Documentos\08 - Veículos\GARMIN\Backups\403353131\2024-04-18 (09.43.11)\Poi"
"08 - Veículos\REVISÕES\CAROL","3","08 - Veículos","2","0","C:\Users\mauri\OneDrive\Documentos\08 - Veículos\REVISÕES\CAROL"
"08 - Veículos\REVISÕES\MAURÍCIO","3","08 - Veículos","8","0","C:\Users\mauri\OneDrive\Documentos\08 - Veículos\REVISÕES\MAURÍCIO"
"09 - Família, religião e mensagens\CAROL","2","09 - Família, religião e mensagens","14","0","C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\CAROL"
"09 - Família, religião e mensagens\CASAMENTO","2","09 - Família, religião e mensagens","5","0","C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\CASAMENTO"
"09 - Família, religião e mensagens\CATEQUESE","2","09 - Família, religião e mensagens","14","0","C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\CATEQUESE"
"09 - Família, religião e mensagens\ESTUDOS ESPÍRITAS","2","09 - Família, religião e mensagens","16","3","C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\ESTUDOS ESPÍRITAS"
"09 - Família, religião e mensagens\GIOVANNA","2","09 - Família, religião e mensagens","5","0","C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\GIOVANNA"
"09 - Família, religião e mensagens\JESUS","2","09 - Família, religião e mensagens","5","0","C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\JESUS"
"09 - Família, religião e mensagens\MENSAGENS","2","09 - Família, religião e mensagens","22","0","C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\MENSAGENS"
"09 - Família, religião e mensagens\ESTUDOS ESPÍRITAS\LIVROS CHICO XAVIER","3","09 - Família, religião e mensagens","11","0","C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\ESTUDOS ESPÍRITAS\LIVROS CHICO XAVIER"
"09 - Família, religião e mensagens\ESTUDOS ESPÍRITAS\TERMO DE VOLUNTARIADO","3","09 - Família, religião e mensagens","1","0","C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\ESTUDOS ESPÍRITAS\TERMO DE VOLUNTARIADO"
"09 - Família, religião e mensagens\ESTUDOS ESPÍRITAS\TRABALHOS ACADÊMICOS","3","09 - Família, religião e mensagens","8","0","C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\ESTUDOS ESPÍRITAS\TRABALHOS ACADÊMICOS"
"10 - Tecnologia e dispositivos\ARQUIVOS_n","2","10 - Tecnologia e dispositivos","0","1","C:\Users\mauri\OneDrive\Documentos\10 - Tecnologia e dispositivos\ARQUIVOS_n"
"10 - Tecnologia e dispositivos\BLUETOOTH","2","10 - Tecnologia e dispositivos","2","0","C:\Users\mauri\OneDrive\Documentos\10 - Tecnologia e dispositivos\BLUETOOTH"
"10 - Tecnologia e dispositivos\CERTIFICADO DIGITAL","2","10 - Tecnologia e dispositivos","2","0","C:\Users\mauri\OneDrive\Documentos\10 - Tecnologia e dispositivos\CERTIFICADO DIGITAL"
"10 - Tecnologia e dispositivos\GOPRO","2","10 - Tecnologia e dispositivos","7","1","C:\Users\mauri\OneDrive\Documentos\10 - Tecnologia e dispositivos\GOPRO"
"10 - Tecnologia e dispositivos\ICONE","2","10 - Tecnologia e dispositivos","14","0","C:\Users\mauri\OneDrive\Documentos\10 - Tecnologia e dispositivos\ICONE"
"10 - Tecnologia e dispositivos\NOTION","2","10 - Tecnologia e dispositivos","10","0","C:\Users\mauri\OneDrive\Documentos\10 - Tecnologia e dispositivos\NOTION"
"10 - Tecnologia e dispositivos\SENHAS","2","10 - Tecnologia e dispositivos","141","0","C:\Users\mauri\OneDrive\Documentos\10 - Tecnologia e dispositivos\SENHAS"
"10 - Tecnologia e dispositivos\ARQUIVOS_n\Blocos de Anotações do OneNote","3","10 - Tecnologia e dispositivos","1","0","C:\Users\mauri\OneDrive\Documentos\10 - Tecnologia e dispositivos\ARQUIVOS_n\Blocos de Anotações do OneNote"
"10 - Tecnologia e dispositivos\GOPRO\UPDATE","3","10 - Tecnologia e dispositivos","2","0","C:\Users\mauri\OneDrive\Documentos\10 - Tecnologia e dispositivos\GOPRO\UPDATE"
"11 - Diversos (a revisar)\LIXO DA VIZINHANÇA","2","11 - Diversos (a revisar)","2","7","C:\Users\mauri\OneDrive\Documentos\11 - Diversos (a revisar)\LIXO DA VIZINHANÇA"
"11 - Diversos (a revisar)\LIXO DA VIZINHANÇA\BACCO PIZZARIA","3","11 - Diversos (a revisar)","5","0","C:\Users\mauri\OneDrive\Documentos\11 - Diversos (a revisar)\LIXO DA VIZINHANÇA\BACCO PIZZARIA"
"11 - Diversos (a revisar)\LIXO DA VIZINHANÇA\Marietta - 12.5.2021","3","11 - Diversos (a revisar)","9","0","C:\Users\mauri\OneDrive\Documentos\11 - Diversos (a revisar)\LIXO DA VIZINHANÇA\Marietta - 12.5.2021"
"11 - Diversos (a revisar)\LIXO DA VIZINHANÇA\Marietta - 30.6.2022","3","11 - Diversos (a revisar)","11","0","C:\Users\mauri\OneDrive\Documentos\11 - Diversos (a revisar)\LIXO DA VIZINHANÇA\Marietta - 30.6.2022"
"11 - Diversos (a revisar)\LIXO DA VIZINHANÇA\McDonald's - 1.4.2022","3","11 - Diversos (a revisar)","10","0","C:\Users\mauri\OneDrive\Documentos\11 - Diversos (a revisar)\LIXO DA VIZINHANÇA\McDonald's - 1.4.2022"
"11 - Diversos (a revisar)\LIXO DA VIZINHANÇA\McDonald's - 25.1.2021","3","11 - Diversos (a revisar)","4","0","C:\Users\mauri\OneDrive\Documentos\11 - Diversos (a revisar)\LIXO DA VIZINHANÇA\McDonald's - 25.1.2021"
"11 - Diversos (a revisar)\LIXO DA VIZINHANÇA\McDonald's 18.1.2023","3","11 - Diversos (a revisar)","5","0","C:\Users\mauri\OneDrive\Documentos\11 - Diversos (a revisar)\LIXO DA VIZINHANÇA\McDonald's 18.1.2023"
"11 - Diversos (a revisar)\LIXO DA VIZINHANÇA\McDonald's 29.12.2022","3","11 - Diversos (a revisar)","3","0","C:\Users\mauri\OneDrive\Documentos\11 - Diversos (a revisar)\LIXO DA VIZINHANÇA\McDonald's 29.12.2022"
