relpath	size	sha1	paginas	len_norm	sha1_norm	ano_zip	data_pasta	data_nome	n_nome	data_texto	n_texto	id_pasta	n_atas_sup	n_atas_reg	n_atas_incertas	atas	flags
BEs 1933\FEVEREIRO\08\99302\00000026.pdf	1917617	a990d816b100e9a7b06d8219d0192acf81ceb85d	24	103154	928bae395ec423b51148f8baa66d7dd78990dfad	1933	1933-02-08			1933-02-08	26	99302	1	0	0	superior:ordinaria:8:1933-01-27:2	
BEs 1933\FEVEREIRO\09\99303\00000027.pdf	730426	7b4bf3627cfa4e53b2cd6aa765547c7956ff8bc2	9	36346	ec413c8a60e87e5b5897eb3e80c52aac50305759	1933	1933-02-09			1933-02-09	27	99303	1	0	0	superior:ordinaria:9:1933-01-31:2	
BEs 1933\FEVEREIRO\10\99304\00000028.pdf	1537660	3bcbcfe335ff83e245b6f204843fdeef898eef8a	17	83223	a086d8c99d4d37184193bdc083af69d041981241	1933	1933-02-10			1933-02-10	28	99304	1	0	0	superior::18:1932-08-23:5	
BEs 1933\FEVEREIRO\11\99305\00000029.pdf	1714643	48ca819db452b221c985b65c4ecd6138a27b3860	17	97157	571a1c8963cdd43a39118e827149a5b8af2feb1b	1933	1933-02-11			1933-02-11	29	99305	10	0	0	superior:ordinaria:10:1933-02-03:2;superior:::1932-08-29:3;superior::20:1932-09-06:4;superior::21:1932-09-09:5;superior::22:1932-09-13:5;superior::23:1932-09-16:6;superior::24:1932-09-20:7;superior::29:1932-10-07:8;superior::30:1932-10-11:8;superior::31:1933-10-14:8	
BEs 1933\FEVEREIRO\13\99306\00000030.pdf	2176654	b029c29a24c95c59ddc6c66cf275810f7dec7d6f	25	118745	7b7b6b89c875129c025de49eac9f2f572e844e89	1933	1933-02-13			1933-02-13	30	99306	1	0	0	superior::32:1932-10-18:4	
BEs 1933\FEVEREIRO\14\99307\00000031.pdf	1235419	3ec35b9b3dead8db6fb3ed1572ff2d87fbf90fbc	17	66038	691510cc2c639c9ee83e6859ab9fc6429a7ef002	1933	1933-02-14			1933-02-14	31	99307	2	0	0	superior::33:1932-10-21:3;superior:::1932-10-21:3	
BEs 1933\FEVEREIRO\15\99308\00000032.pdf	1262348	7f5418a035bbe5d4711932e35eaa682aeb5d5287	17	69178	d83935a6e94bdf06f5688ac94426167ab6b6b907	1933	1933-02-15			1933-02-15	32	99308	2	0	0	superior::34:1932-10-25:3;superior:::1932-10-25:3	
BEs 1933\FEVEREIRO\16\99309\00000033.pdf	1368222	d1421f931675b21f576ad92225fcd31758b8ffe4	17	74059	1e55c1d17e9853555a71c411bf095758a5c4d758	1933	1933-02-16			1933-02-16	33	99309	2	0	0	superior:ordinaria:11:1933-02-07:2;superior:ordinaria::1933-02-07:2	
BEs 1933\FEVEREIRO\17\99310\00000034.pdf	1928696	4aaf1645f9d21455295a73a34787a9c216e9d992	22	104547	0f4dba7d26fc7ddce4d7de1dee8c7b336fff585f	1933	1933-02-17			1933-02-17	34	99310	0	0	0		
BEs 1933\FEVEREIRO\18\99311\00000035.pdf	1217760	179db7eb651e8cde92856522be4f925d84559153	15	64344	f8b41c1c6ab6baae9808e37d62a12b99d6176680	1933	1933-02-18			1933-02-18	35	99311	0	0	0		
BEs 1933\FEVEREIRO\20\99312\00000036.pdf	1599435	0dfa9277bc86eb971257b6abe58741ca1deac8cf	17	85762	0e9a662eeab9483f572b5aa075048d4d15aba45c	1933	1933-02-20			1933-02-20	36	99312	1	0	0	superior:ordinaria:12:1933-02-10:2	
BEs 1933\FEVEREIRO\21\99313\00000037.pdf	1997000	a676af854e62362dc4f686070cdf51de34facc29	25	108879	df7b056f4d05a3065d1b471c59ad02df6951161d	1933	1933-02-21			1933-02-16		99313	1	0	0	superior:ordinaria:13:1933-02-14:2	data_divergente
BEs 1933\FEVEREIRO\22\99314\00000038.pdf	1199519	9f82fe120ee888589e702c4e21f410686e39830a	17	65314	293d5493d8a22ceadf8b2d1a4d0ef47e8c6e8560	1933	1933-02-22			1933-02-22	38	99314	0	0	0		
BEs 1933\FEVEREIRO\23\99315\00000039.pdf	2861321	4dcb8453f3c9007f973a2ed2774e8f499674f054	33	155905	af541f71925684aad77bb7828d221af1275612a6	1933	1933-02-23			1933-02-23	39	99315	0	0	0		
BEs 1933\FEVEREIRO\24\99316\00000040.pdf	3706249	95e437131ede5fb81b46c2209f433db95f30087c	43	197927	a6a7fda7f3cbe0ac02cef08bcc848d8f43161a75	1933	1933-02-24			1933-02-24	40	99316	1	0	0	superior:ordinaria:14:1933-02-17:2	
BEs 1933\FEVEREIRO\25\99317\00000041.pdf	1305368	1a7125fd0f0a64ae7e15b6c759a28ec2c06fca85	16	68160	b1cee22b04251731e95a4b126189585be3f1392a	1933	1933-02-25			1933-02-25	41	99317	1	0	0	superior:extraordinaria:1:1933-02-20:2	
BEs 1933\FEVEREIRO\27\99318\00000042.pdf	720985	b95576e42ee04397b5848f4f35bed146b2ffdc88	9	36427	f460615943817cf68e0249a708a6dfc22622fe76	1933	1933-02-27			1933-02-27	42	99318	0	0	0		
BEs 1933\JANEIRO\02\99183\00000001.pdf	3591836	024631be039e021f820fc509bf7548a14b3d3afa	41	202078	2e33e19bf580ea9f5d48603ecf5113abcab94215	1933	1933-01-02			1933-01-02	1	99183	4	0	0	superior::28:1932-12-03:2;superior:extraordinaria:15:1932-12-07:3;superior:ordinaria:29:1932-12-09:4;superior:ordinaria:30:1932-12-13:5	
BEs 1933\JANEIRO\04\99184\00000002.pdf	700109	03310ec44f0cdfc9c91719ad7dbba6fdd131586d	9	35490	2e0904988476bce80935114aa4d43ec92b2827ea	1933	1933-01-04			1933-01-04	2	99184	1	0	0	superior:ordinaria:31:1932-12-16:2	
BEs 1933\JANEIRO\07\99185\00000003.pdf	3931255	663e2dcd7da900f27ae78c13225b23a462effcd0	57	221397	2127374effa4cf135281221cc64e1e0f80e53808	1933	1933-01-07			1933-01-07	3	99185	1	0	0	superior:ordinaria:32:1932-12-20:2	
BEs 1933\JANEIRO\11\99186\00000004.pdf	3489740	f306429b245bbab9b229d8aff6ca80eb64df4281	48	196915	0282bb6a6c888c69a9a08438034f25dd7d277606	1933	1933-01-11			1933-01-11	4	99186	1	0	0	superior:ordinaria::1932-12-23:2	
BEs 1933\JANEIRO\14\99187\00000005.pdf	2870108	6646c894bb662c9d250825c4974d35056fe25324	41	162881	f214ac1743cdaf3abd1998428d074e22a3647ade	1933	1933-01-14			1933-01-14	5	99187	0	0	0		
BEs 1933\JANEIRO\16\99188\00000006.pdf	2165910	8468dd29254bf4a50523b3aad14ac10d0a2eb690	25	110519	76dce84a22b08489421423b0365298a741337090	1933	1933-01-16			1933-01-16	6	99188	0	0	0		
BEs 1933\JANEIRO\17\99189\00000007.pdf	1144367	01776ad881d04bcda62b75f0c64e795e31760469	13	61218	10fb264b518926725597067e6fea01a8148e0b1d	1933	1933-01-17			1933-01-17	7	99189	4	0	0	superior:::1932-09-23:3;superior::26:1932-09-27:4;superior:::1932-09-30:4;superior::28:1932-10-04:5	
BEs 1933\JANEIRO\18\99190\00000008.pdf	1270678	5a3ac9651660090ab1815e4256cf5e78eb6c5a31	17	68572	cad60af64172234c8f76a608b49e65e523fdfa4a	1933	1933-01-18			1933-01-18	8	99190	0	0	0		
BEs 1933\JANEIRO\19\99191\00000009.pdf	3589340	8fe92d08893d58853441a393eaa2496fff09c6fc	41	181881	beb8c98d87cc81f55b7f8d89d1265e37ce32bcc3	1933	1933-01-19			1933-01-19	9	99191	0	0	0		
BEs 1933\JANEIRO\20\99192\00000010.pdf	1522831	684dc56528c1ae6de4de9204e630382aa412c974	17	81248	6bafe910fd205037d5cc6a3511768cc7ef60b780	1933	1933-01-20			1933-01-20	10	99192	1	0	0	superior:ordinaria:35:1932-12-30:3	
BEs 1933\JANEIRO\21\99193\00000011.pdf	1586108	9874d82cfb037c69434b266c5e225dcb5e055666	17	86038	1021c214f88a7b8911c06074482f587530f0c33b	1933	1933-01-21			1933-01-21	11	99193	1	0	0	superior:ordinaria:1:1933-01-03:2	
BEs 1933\JANEIRO\23\99194\00000012.pdf	649321	845f6e9f8c3c0d00e3b521a094ea86d00c6815d9	9	34051	40844b14b1fd754c83caaece0af6d82e2ab110de	1933	1933-01-23			1933-01-23	12	99194	1	0	0	superior:ordinaria:2:1933-01-06:2	
BEs 1933\JANEIRO\24\99195\00000013.pdf	1289292	3c9055c32724bb38e4dee8d9698b3387f4969bb5	17	70060	992eea033e54d1d3efb4885c7d4318dbfa318e0e	1933	1933-01-24			1933-01-24	13	99195	1	0	0	superior:ordinaria:3:1933-01-10:2	
BEs 1933\JANEIRO\25\99196\00000014.pdf	749021	df5179b829fa9b1607556da36f6ea95f38afadd8	9	37053	538bed409af9c7abe1d3fdca144693b78221eec3	1933	1933-01-25			1933-01-25	14	99196	1	0	0	superior:ordinaria:4:1933-01-13:2	
BEs 1933\JANEIRO\26\99197\00000015.pdf	787535	edf5079ba64fda86836b6d92a198815372f13841	9	41228	327c460b8ff61903fe35d7564a7a379feabfd450	1933	1933-01-26			1933-01-26	15	99197	1	0	0	superior:ordinaria:5:1933-01-17:2	
BEs 1933\JANEIRO\27\99198\00000016.pdf	1466256	d40806eca26e28ff973716d33f2b9a0559bcc3ea	17	79572	5847f131053ee28581bd39df5e020e016c5eeb08	1933	1933-01-27			1933-01-27	16	99198	0	0	0		
BEs 1933\JANEIRO\28\99199\00000017.pdf	1395519	4cba84b596520da9480c477d8077fe6097147934	17	77086	5ccd0901a466c7558826f64d79e82d43781a4fd4	1933	1933-01-28			1933-01-28	17	99199	0	0	0		
BEs 1933\JANEIRO\30\99200\00000018.pdf	761752	4c1dfafa35f8ed4fcd9a73d89789cb0f4f9a9a5e	9	38572	84b25af8cd16870af205420580a4e00cc56b5477	1933	1933-01-30			1933-01-30	18	99200	1	0	0	superior:ordinaria:6:1933-01-20:2	
BEs 1933\JANEIRO\31\99201\00000019.pdf	1325130	526ad71679d9d1a36fb53a68fc979ca78fce3cf4	17	72609	a6bf71f69a1a24ce9fedb6fde29c91a8f760fb7e	1933	1933-01-31			1933-01-31	19	99201	0	0	0		
BEs 1933\JULHO\01\99286\00000006.pdf	685912	83fe6b1488e854c19df0538fa8a1cdf239ec22c9	9	32822	9a5e7642b47d6922b0ae629d47ddd00667ad139f	1933	1933-07-01			1933-07-01	109	99286	1	0	0	superior:ordinaria::1933-06-06:3	
BEs 1933\JULHO\05\99287\00000007.pdf	837552	7910c3de5fac09387a37545e494cf8c5867fd6aa	9	44475	86ca92bee8a3193e421829f6cbde13bee404745b	1933	1933-07-05			1933-07-05	110	99287	2	0	0	superior:ordinaria:48:1933-06-20:3;superior:ordinaria::1933-06-20:3	
BEs 1933\JULHO\05\99288\00000008.pdf	2696374	407216be19422c00888700586f86ce2a2e382ef3	39	124719	122cae6a345fa62536659bb5b325b7bd3735f219	1933	1933-07-05			1933-07-05		99288	0	0	0		
BEs 1933\JULHO\08\99289\00000009.pdf	2408915	e513a8c44745ac0d81b93abeb863ab5882d2cfaf	25	122487	08a71dab742867a855f746ee99f9eaa74141f4f1	1933	1933-07-08			1933-07-08	111	99289	1	2	0	superior:ordinaria:49::2;regional:::1933-06-30:16;regional:ordinaria::1933-07-03:24	
BEs 1933\JULHO\08\99356\00000010.pdf	2535676	e3e2dd67b5fc4ad9fd1eeebda638b1b4e5e837a2	38	120151	267d4dc938422225fab81125fd2b21cd6d1566a7	1933	1933-07-08			1933-07-08		99356	0	0	0		
BEs 1933\JULHO\12\99357\00000011.pdf	850692	ac1dc0626fcd06c34d9633e965a94b701ba068ce	9	47038	cb36a3ce74ff3df6d0f0c596ad727ff8d49afc5d	1933	1933-07-12			1933-07-12	112	99357	2	5	0	superior:ordinaria:50:1933-06-27:2;superior:ordinaria::1933-06-27:2;regional:extraordinaria::1932-12-12:4;regional:::1932-12-13:4;regional::::4;regional::51:1932-12-20:5;regional::52:1932-12-23:5	
BEs 1933\JULHO\12\99358\00000012.pdf	3845768	09a17fa844a3b244ba2c1118842d1eae361e13e7	55	184633	7ed522daa457dd5a44d1c924b5f01af67b9bd3ed	1933	1933-07-12			1933-07-12		99358	0	0	0		
BEs 1933\JULHO\15\99359\00000013.pdf	817936	e2bfc2311cc4b0ad6dbc243b1340a97a8e16ff79	9	43576	da3ac4662f5f3f312ec805f8163d90002a0888c0	1933	1933-07-15			1933-07-15	113	99359	0	0	0		
BEs 1933\JULHO\15\99360\00000014.pdf	2169997	adf71c9fe428f66ef194c9d96937ff5c2092fdfd	32	101801	ff34666f4dc332e4d15fb4a36596f2a5cf655b32	1933	1933-07-15			1933-07-15		99360	0	0	0		
BEs 1933\JULHO\17\99361\00000015.pdf	2037512	7fb08bf68a9da136e1ade40da4a4a1ec4b8b41e0	17	115630	8590e94482858307e0172beddf40a8688ad41407	1933	1933-07-17			1933-07-17	114	99361	1	0	0	superior:extraordinaria::1933-06-05:6	
BEs 1933\JULHO\19\99362\00000016.pdf	827954	54f5192282346d4a0c0441340296ee8d752aea9f	9	44008	59af0ddfd80342aa8461d3c81f910412069f96db	1933	1933-07-19			1933-07-19	115	99362	8	0	0	superior:ordinaria:51:1933-06-30:3;superior:ordinaria::1933-06-30:3;superior::53:1932-12-27:6;superior::54:1932-12-30:6;superior::56:1933-01-06:7;superior::57:1933-01-10:7;superior::59:1933-01-17:8;superior:::1933-01-20:8	
BEs 1933\JULHO\22\99363\00000017.pdf	1325301	a5d01ad1337e451fc0841f083afed9dbc8f9878c	13	70352	36fda02c600eae8b4812c6d0347d9559e398ee1d	1933	1933-07-22			1933-07-22	116	99363	4	0	0	superior:ordinaria::1933-07-04:2;superior:ordinaria::1933-07-07:2;superior:ordinaria:54:1933-07-11:3;superior:ordinaria::1933-07-14:3	
BEs 1933\JULHO\26\99482\00000001.pdf	1772173	7b1d49a3cf628f95c8fecf5cc9f5ac34037d51e7	16	94495	7d8bb9b7fcd3b103c10e63b2fc5c61dc2030223c	1933	1933-07-26			1933-07-26	117	99482	2	0	0	superior:ordinaria:56:1933-07-18:2;superior:ordinaria::1933-07-18:2	
BEs 1933\JULHO\26\99483\00000002.pdf	2554291	3e3a08ac8cd28c686f8d2c3e33c7129a95ba44a5	38	122476	ba9a419321f7287555d3912891396bf5d383e658	1933	1933-07-26			1933-07-26		99483	0	0	0		
BEs 1933\JULHO\29\99484\00000003.pdf	2764041	0229267c7ecf1c46d398eca7e03761c3560dc567	24	149914	0608d1ed71639ba89c9a15bb47689e6ad311f3ff	1933	1933-07-29			1933-07-29	118	99484	3	0	0	superior:ordinaria:::2;superior:ordinaria:57:1933-07-21:3;superior:ordinaria::1933-07-21:3	
BEs 1933\JULHO\29\99485\00000004.pdf	2237212	d78777ddbb8b9ee04952e8a7da57c779d8f332e8	31	99077	f31250b601e3932a8a0559b4447c1889ab3a9e0b	1933	1933-07-29			1933-05-31		99485	0	0	0		data_divergente
BEs 1933\JUNHO\03\99276\00000032.pdf	1541164	17eb1280d6e1bf8cd99a279884bafb94f122c920	17	79178	6eac84900b5d471f1e6dd46fc76c77198a70724a	1933	1933-06-03			1933-06-03	101	99276	5	0	0	superior:extraordinaria::1933-05-10:2;superior:ordinaria:37:1933-05-12:3;superior:ordinaria:38::3;superior:ordinaria::1933-05-19:7;superior:ordinaria:40:1933-05-23:8	
BEs 1933\JUNHO\07\99277\00000001.pdf	1331755	6ec1cb88f374f2da8b0c6527be2a8c48cbf9991d	17	64716	853fa7c2faa39a9bea137ead19519f17143e8003	1933	1933-06-07			1933-05-29		99277	1	2	0	superior:ordinaria::1933-05-26:2;regional:::1932-12-06:8;regional:::1932-12-09:8	data_divergente
BEs 1933\JUNHO\07\99277\00000033.pdf	1326224	7f1dc93458a95d9b444d78b12944920f03378de1	17	65021	553c3dca530e51e12507e21f3a5842313a9e8f8d	1933	1933-06-07			1933-06-07	102	99277	1	2	0	superior:ordinaria::1933-05-26:2;regional:::1932-12-06:8;regional:::1932-12-09:8	
BEs 1933\JUNHO\10\99278\00000002.pdf	2472523	43bf330af2a49438f65af3d88b8ed2b561b78e60	33	118880	1ef1626ea2941bb7dee68634c54686cd9f8d2a13	1933	1933-06-10			1933-06-10	103	99278	1	0	0	superior:ordinaria:43:1933-06-02:2	
BEs 1933\JUNHO\10\99278\00000034.pdf	2469770	311ad555940512500b396cb72c5c0353d832ddab	33	118615	dbb3953c6fa234b20dc857507ca1bffbbd7a6ab3	1933	1933-06-10			1933-05-12		99278	2	0	0	superior:ordinaria:43:1933-06-02:2;superior:ordinaria::1933-06-02:2	data_divergente
BEs 1933\JUNHO\14\99279\00000003.pdf	3094907	32f025af8e3a0460f5517885ea1413507f42174e	41	152711	901bc85caba64719e33dcc9f2b6aa48960fb086a	1933	1933-06-14			1933-06-14	104	99279	1	0	0	superior:ordinaria:44:1933-06-06:2	
BEs 1933\JUNHO\14\99279\00000035.pdf	3123293	15167c236640bd3ed8884778effb88045c543409	42	157001	29ff039da01c1aee09f3498436ad8523d05eaa26	1933	1933-06-14			1933-06-14	104	99279	1	0	0	superior:ordinaria:44:1933-06-06:2	
BEs 1933\JUNHO\17\99280\00000004.pdf	2490190	f3ba3e5fee6b929dfa4b21cb176c022ac30fc05e	33	123141	a68b82020e79602de36cf79dbf6b869d7c2f7967	1933	1933-06-17			1933-06-17	105	99280	1	0	0	superior:ordinaria:45:1933-06-09:2	
BEs 1933\JUNHO\17\99280\00000036.pdf	2450763	f62d04a25c4b8bd544948faf52b2ac749496eebb	33	122781	a910c0d53f049eb87ea3efb4b9cb913804495f52	1933	1933-06-17			1933-06-17	105	99280	1	0	0	superior:ordinaria:45:1933-06-09:2	
BEs 1933\JUNHO\21\99281\00000037.pdf	666054	ae5e269f8303e1068b62e1a980990941b0c80edb	9	30166	33f087e61f033d3cbbb615ada5f77dc085fb861e	1933	1933-06-21			1933-06-21	106	99281	1	0	0	superior:ordinaria:45:1933-06-13:2	
BEs 1933\JUNHO\21\99282\00000038.pdf	3534630	2cde25d271d65547835fe3043234ef9a48a07af7	52	166931	479b754c3f10f337e22bc24c675030443be0d699	1933	1933-06-21			1933-06-21		99282	0	0	0		
BEs 1933\JUNHO\24\99283\00000005.pdf	1507838	d36d52e79e0e5f3dac8af53a3a8eb11bce7d01bb	17	77339	e7968d2ed8c1d4851b381dddb629d30627aeea4d	1933	1933-06-24			1933-06-16		99283	0	0	0		data_divergente
BEs 1933\JUNHO\24\99283\00000039.pdf	1437793	c8fa5d7a5d8a831646b1849540ffcf0300dd3262	17	77256	db913a7da7f5db772683c67b6bb8782cebe3fcc6	1933	1933-06-24			1933-06-24	107	99283	0	0	0		
BEs 1933\JUNHO\28\99284\00000040.pdf	653017	2a4ec073188b9feb478fcbb1eaa500b186b4982a	8	29021	b02f391d9231f6fb9efba7033e17f5c79d98eac1	1933	1933-06-28					99284	0	0	0		
BEs 1933\JUNHO\28\99285\00000041.pdf	3265278	04fc5bad78cc370d797937a175bec26aad0e108e	49	155683	758b10fb0d450aaae09c0b923657078b0c5bff82	1933	1933-06-28			1933-06-28		99285	0	0	0		
BEs 1933\MAIO\01\99267\00000025.pdf	427072	6e48b81821aed28fa7f5150d68e6713939b14d73	5	21172	4833ffeb3753b1d91710086eda90b14c00f1bbee	1933	1933-05-01			1933-05-01	94	99267	0	0	0		
BEs 1933\MAIO\02\99268\00000026.pdf	1355837	c7936835933826279e4f9c905576194b0166abda	17	74710	b4591969929f3957317bbf30b284fca7df749de2	1933	1933-05-02			1933-05-02	95	99268	0	0	0		
BEs 1933\MAIO\03\99269\00000027.pdf	1263963	351c63da00fb724f7f8ffe1116873abe8f186bb0	20	64714	480b3d4d058d08a636948e7bd209861a2ea074b9	1933	1933-05-03			1933-05-03	96	99269	0	0	0		
BEs 1933\MAIO\20\99270\00000028.pdf	802259	2e8a73d43f898c407b484001546e0e7137f1aeab	9	39747	ad0a7546e9236e6e8afe7ae4071e7664e87ff90d	1933	1933-05-20			1933-05-20	97	99270	2	0	0	superior:ordinaria::1933-04-07:4;superior:ordinaria::1933-04-11:4	
BEs 1933\MAIO\24\99272\00000029.pdf	2000867	a78e847eb18ccf51e86f854c3d1834a0d75ec332	24	105411	f4317c8891e032ee23af086f82281cd7db9030b1	1933	1933-05-24			1933-05-24	98	99272	5	0	0	superior:ordinaria:29:1933-04-15:2;superior:ordinaria:30:1933-04-18:3;superior:::1932-11-04:9;superior:::1932-11-03:9;superior::39:1932-11-11:10	
BEs 1933\MAIO\27\99273\00000030.pdf	4194208	009c03ac91fa58a8809242f162d8b82395e31d9b	49	220007	05ad069a9c605456c2c0e0b6661036d3f8cc0f0c	1933	1933-05-27			1933-05-27	99	99273	7	0	0	superior:ordinaria:31:1933-04-20:5;superior:extraordinaria:2:1933-04-22:6;superior:ordinaria::1933-04-25:7;superior:ordinaria:33:1933-04-28:8;superior::40:1932-11-16:19;superior::41:1932-11-18:19;superior::42:1932-11-22:20	
BEs 1933\MAIO\31\99274\00000031.pdf	3939095	c888b0ef413dbb1bd9d8fecdf053f57deb2a2d1d	49	198494	ba85868180ff529afb927e16a10711d816877525	1933	1933-05-31			1933-05-31	100	99274	3	3	0	superior:ordinaria:34:1933-05-02:4;superior:ordinaria:35:1933-05-05:5;superior:ordinaria:36:1933-05-09:5;regional:::1933-11-25:11;regional:::1932-11-29:12;regional::45:1932-12-02:12	
BEs 1933\MARÇO\01\99319\00000043.pdf	1335612	63d4145ae1444a45ad836d865f7e1d59fb5e1b5d	15	66443	a7f218c8b2160c57f523ee7ed040fe10c0cff746	1933	1933-03-01			1933-03-01	43	99319	1	0	0	superior:ordinaria:15:1933-02-21:2	
BEs 1933\MARÇO\02\99336\00000044.pdf	1625469	8bb3ff4dc10347ba1b4ebdb9d0355e1d3ded0f64	17	88888	c90c9320aed0447c164fa84f9c3b08b95f6e3f1a	1933	1933-03-02			1933-03-02	44	99336	0	0	0		
BEs 1933\MARÇO\03\99337\00000045.pdf	2658429	4b61c711575deef904d0fcbfa9b11f854e7d49c4	29	138695	390e69a296cd8df0ece0b3daec4d39b70bf21749	1933	1933-03-03			1933-03-03	45	99337	0	0	0		
BEs 1933\MARÇO\04\99338\00000046.pdf	2501524	0a47e8e4931fc7cee1c945536facfc266af82e4b	29	134930	7865cf8cd3f52048ac49dce4df9b5690df753616	1933	1933-03-04			1933-03-04	16	99338	0	0	0		
BEs 1933\MARÇO\06\99339\00000047.pdf	2222660	42409287f18e68ea4e9165c2bb72e1dbb63faa84	25	114207	6d1ce35d418a6be9f6702060efede1e5ea5380b5	1933	1933-03-06			1933-03-06	47	99339	0	0	0		
BEs 1933\MARÇO\07\99340\00000048.pdf	2151779	dc18f36356696e5d6000b9e90e1850013db7a5fd	24	115109	1841f8166c2730ee7bffe9dfe7d2ef471857e701	1933	1933-03-07			1933-03-07	48	99340	0	0	0		
BEs 1933\MARÇO\08\99341\00000049.pdf	1486202	d7fb307d8fcf45e13fdba037b780248374794d88	17	79534	4227ef896fce15aeb53351d953f51f0052de25c1	1933	1933-03-08			1933-03-08	49	99341	0	0	0		
BEs 1933\MARÇO\09\99342\00000050.pdf	1622619	49325a08b88df959f678c7e3ee8d4f2ae643c7f4	20	86240	0e665645aef020e2a211b70d21b38d98f8224014	1933	1933-03-09			1933-03-09	50	99342	0	0	0		
BEs 1933\MARÇO\10\99343\00000051.pdf	1848113	40018a82e806588beaf23b4f9148278359f2ef43	24	100146	4c599dc27797edf2b83cf8e4765e0adb6c909e62	1933	1933-03-10			1933-03-08		99343	0	0	0		data_divergente
BEs 1933\MARÇO\11\99344\00000052.pdf	1342329	b88e6ab7944d84a04f04401a3eacbb605c26a92c	17	71694	2f0e68e61b90d35ab8e78b471c9f97e77267f920	1933	1933-03-11					99344	0	0	0		
BEs 1933\MARÇO\13\99345\00000053.pdf	3788198	16e7e8e43ee3f6eda01b28b028629c97b485fbe2	49	209768	a0b92231f2d9430a6c305ddb4ab7d48a1659aa93	1933	1933-03-13			1933-03-13	53	99345	0	0	0		
BEs 1933\MARÇO\14\99346\00000054.pdf	2510927	83bb938b49080d1dcd851bb6b701db374181b56a	33	136645	9b2114987c91e1033556970b536c74dc2c89876e	1933	1933-03-14			1933-03-14	54	99346	0	0	0		
BEs 1933\MARÇO\15\99347\00000055.pdf	4638447	7fa85ba36be0916e5ee3554a7f235b6d41b174fe	48	251122	507bf774d2dc1d13cf74674c4c2b91d10caf9ecf	1933	1933-03-15			1933-03-15	55	99347	0	0	0		
BEs 1933\MARÇO\16\99348\00000056.pdf	2663836	8a0e73f2d6add5a904fb660a9dc2381691b26c30	32	145536	ba554c7828876f98bebf5855924a845f813ac7d8	1933	1933-03-16			1933-03-16	56	99348	0	0	0		
BEs 1933\MARÇO\17\99349\00000057.pdf	1376601	56f40eb0c07b2a02f5c6deda1829bd172783ea33	17	75464	73cb6955f0e30c007e45571cc1a706a319008fda	1933	1933-03-17			1933-03-17	57	99349	0	0	0		
BEs 1933\MARÇO\18\99416\00000058.pdf	1118830	2741a17a5d47f492588d500ec01d685e565a19bb	17	61402	41b25834884e7fd596fee3a9b30e37aa6ed71792	1933	1933-03-18			1933-03-18	58	99416	0	0	0		
BEs 1933\MARÇO\20\99417\00000059.pdf	1130406	d1e2318b0e16a0e1bd856aaa828658cc7b0574e7	17	60906	2cfb559b4bce0ea8e1d5e2fb8f91123ea3b94f55	1933	1933-03-20			1933-03-20	59	99417	0	0	0		
BEs 1933\MARÇO\21\99418\00000060.pdf	1247139	515b4b72f90799cae1cc87ee25b90e5420977581	17	68973	1618b603fad872b970408c8111f0721c0c6421c8	1933	1933-03-21			1933-03-21	60	99418	0	0	0		
BEs 1933\MARÇO\22\99419\00000061.pdf	894432	2872e29a2f9e0e29238161fcf5cabafe0dce168d	14	41103	cad4ff8b6f6e9fa527212c341aaeb2c3f45296ca	1933	1933-03-22			1933-03-22	61	99419	0	0	0		
BEs 1933\MARÇO\23\99420\00000062.pdf	1138804	c6a42c2dd9fd6d171320878cc15336e7d3f038d0	16	61708	e87d07cedda30735d3d95502b926f772b7f753d7	1933	1933-03-23			1933-03-23	62	99420	0	0	0		
BEs 1933\MARÇO\24\99421\00000063.pdf	1206380	8a0e627afd0f9e634c9ac355a231b5a066678884	17	64787	597d0c662ab6dd2c02b92d3dc4ba35023f489f36	1933	1933-03-24			1933-03-24	63	99421	1	0	0	superior:ordinaria:16:1933-02-24:2	
BEs 1933\MARÇO\25\99422\00000064.pdf	851697	5b2e13397054a0e7f6f762f3e6a2015dddff965a	13	45721	373814f43cd12139be534820bc07d10d86ca347d	1933	1933-03-25			1933-03-25	64	99422	1	0	0	superior:ordinaria:17:1933-03-03:2	
BEs 1933\MARÇO\27\99423\00000065.pdf	696402	724de0203c0ba3c656c7ff762198876c5908a1bb	9	36296	0ba23fc13cbf31162937bf714e263b630cebd2f8	1933	1933-03-27			1933-03-27	65	99423	1	0	0	superior:ordinaria:18:1933-03-07:2	
BEs 1933\MARÇO\28\99424\00000066.pdf	618900	263e9801dd63c0b56c75e5bccc0816546fb61faf	9	31468	ae7cd75518f05bed1dd7ade6aed385fb4d0bf169	1933	1933-03-28			1933-03-28	66	99424	1	0	0	superior:ordinaria:19::2	
BEs 1933\MARÇO\29\99425\00000067.pdf	1139314	bca5c79f4ceee69ff746f57cfc85719634304334	17	60986	95ccc29b0938b5a35cc0cb0dd73bf42ce0cacce7	1933	1933-03-29			1933-03-29	67	99425	1	0	0	superior:ordinaria:20:1933-03-14:2	
BEs 1933\MARÇO\30\99426\00000068.pdf	635041	21ab13fd5ae93efa430e1cb225bd3f9b871a6ed9	9	32267	f5f2c20a70e068e9503f4d13fe6096865ae70f55	1933	1933-03-30			1933-03-30	68	99426	1	0	0	superior:ordinaria:21:1933-03-17:2	
