origem_atual,destino_novo,album_origem,fonte
D:\MÍDIA\2009\2009-00\2009 [e01bcd50].jpg,D:\MÍDIA\0000 SEM DATA\PESSOAS E ALBUNS\A galera\2009 [e01bcd50].jpg,A galera,catalogo
D:\MÍDIA\2009\2009-00\2009 [e5fa9982].jpg,D:\MÍDIA\0000 SEM DATA\PESSOAS E ALBUNS\Celular Mário\2009 [e5fa9982].jpg,Celular Mário,catalogo
D:\MÍDIA\2009\2009-00\2009 [e8608f65].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2009\2009 [e8608f65].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2009\2009-00\2009 [f2830627].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2009\2009 [f2830627].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2009\2009-00\2009 [faeeaa7f].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Festa Junina\2009 [faeeaa7f].jpg,Festa Junina,catalogo
D:\MÍDIA\2009\2009-00\2009 [ff3fd5b9].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2009\2009 [ff3fd5b9].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2010\2010-00\2010 [009c88ab].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [009c88ab].jpg,Fotos Celular K1,catalogo
D:\MÍDIA\2010\2010-00\2010 [01525809].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [01525809].jpg,Fotos Celular K1,catalogo
D:\MÍDIA\2010\2010-00\2010 [0a24536c].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Trote\2010 [0a24536c].jpg,Trote,catalogo
D:\MÍDIA\2010\2010-00\2010 [1c0c26b3].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [1c0c26b3].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2010\2010-00\2010 [1c6dda58].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [1c6dda58].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2010\2010-00\2010 [1d321cb0].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [1d321cb0].jpg,Fotos Celular K1,catalogo
D:\MÍDIA\2010\2010-00\2010 [23e54ab5].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [23e54ab5].jpg,Photos from 2010,catalogo
D:\MÍDIA\2010\2010-00\2010 [27354ddf].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [27354ddf].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2010\2010-00\2010 [2874a252].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [2874a252].jpg,Fotos Celular K1,catalogo
D:\MÍDIA\2010\2010-00\2010 [29b85101].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Trote\2010 [29b85101].jpg,Trote,catalogo
D:\MÍDIA\2010\2010-00\2010 [2a0904bb].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [2a0904bb].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2010\2010-00\2010 [2b596919].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [2b596919].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2010\2010-00\2010 [2cedb713].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [2cedb713].jpg,Fotos Celular K1,catalogo
D:\MÍDIA\2010\2010-00\2010 [2fcdfae3].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [2fcdfae3].jpg,Brandemburgo,catalogo
D:\MÍDIA\2010\2010-00\2010 [35d6eaa3].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [35d6eaa3].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2010\2010-00\2010 [36d79902].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [36d79902].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2010\2010-00\2010 [3d79d683].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [3d79d683].jpg,Fotos Celular K1,catalogo
D:\MÍDIA\2010\2010-00\2010 [44c71923].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [44c71923].jpg,Fotos Celular K1,catalogo
D:\MÍDIA\2010\2010-00\2010 [4522359a].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Trote\2010 [4522359a].jpg,Trote,catalogo
D:\MÍDIA\2010\2010-00\2010 [457fb97d].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [457fb97d].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2010\2010-00\2010 [4681d347].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [4681d347].jpg,CG antigas,catalogo
D:\MÍDIA\2010\2010-00\2010 [47bc1508].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [47bc1508].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2010\2010-00\2010 [51d10012].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [51d10012].jpg,Fotos Celular K1,catalogo
D:\MÍDIA\2010\2010-00\2010 [555402c2].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [555402c2].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2010\2010-00\2010 [571e4899].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [571e4899].jpg,Photos from 2010,catalogo
D:\MÍDIA\2010\2010-00\2010 [58b4efe6].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [58b4efe6].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2010\2010-00\2010 [58d447c2].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [58d447c2].jpg,Fotos Celular K1,catalogo
D:\MÍDIA\2010\2010-00\2010 [5da907a3].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [5da907a3].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2010\2010-00\2010 [5f614420].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [5f614420].jpg,Fotos Celular K1,catalogo
D:\MÍDIA\2010\2010-00\2010 [62fe81ba].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [62fe81ba].jpg,Fotos Celular K1,catalogo
D:\MÍDIA\2010\2010-00\2010 [722ea64f].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [722ea64f].jpg,Fotos Celular K1,catalogo
D:\MÍDIA\2010\2010-00\2010 [773b4dbc].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [773b4dbc].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2010\2010-00\2010 [79f483cb].jpg,D:\MÍDIA\0000 SEM DATA\PESSOAS E ALBUNS\A galera\2010 [79f483cb].jpg,A galera,catalogo
D:\MÍDIA\2010\2010-00\2010 [7d4d97a4].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [7d4d97a4].jpg,Fotos Celular K1,catalogo
D:\MÍDIA\2010\2010-00\2010 [7fe75bef].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [7fe75bef].jpg,Fotos Celular K1,catalogo
D:\MÍDIA\2010\2010-00\2010 [80da970d].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [80da970d].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2010\2010-00\2010 [88805581].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [88805581].jpg,s2,catalogo
D:\MÍDIA\2010\2010-00\2010 [8ca1a009].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [8ca1a009].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2010\2010-00\2010 [9024d897].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [9024d897].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2010\2010-00\2010 [902fad8f].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [902fad8f].jpg,Fotos Celular K1,catalogo
D:\MÍDIA\2010\2010-00\2010 [91180cbc].jpg,D:\MÍDIA\0000 SEM DATA\PESSOAS E ALBUNS\A galera\2010 [91180cbc].jpg,A galera,catalogo
D:\MÍDIA\2010\2010-00\2010 [91646a59].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [91646a59].jpg,Fotos Celular K1,catalogo
D:\MÍDIA\2010\2010-00\2010 [92cc6497].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [92cc6497].jpg,Fotos Celular K1,catalogo
D:\MÍDIA\2010\2010-00\2010 [9d58b698].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [9d58b698].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2010\2010-00\2010 [9e5e0e9c].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [9e5e0e9c].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2010\2010-00\2010 [9f53776b].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [9f53776b].jpg,Fotos Celular K1,catalogo
D:\MÍDIA\2010\2010-00\2010 [a549d4a4].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [a549d4a4].jpg,CG antigas,catalogo
D:\MÍDIA\2010\2010-00\2010 [a8a45f07].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [a8a45f07].jpg,Fotos Celular K1,catalogo
D:\MÍDIA\2010\2010-00\2010 [ac766aa2].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [ac766aa2].jpg,Fotos Celular K1,catalogo
D:\MÍDIA\2010\2010-00\2010 [b0731cc7].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [b0731cc7].jpg,Fotos Celular K1,catalogo
D:\MÍDIA\2010\2010-00\2010 [b22825d3].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [b22825d3].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2010\2010-00\2010 [b2a6265f].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [b2a6265f].jpg,Fotos Celular K1,catalogo
D:\MÍDIA\2010\2010-00\2010 [b43cc1ce].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [b43cc1ce].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2010\2010-00\2010 [b617387b].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Trote\2010 [b617387b].jpg,Trote,catalogo
D:\MÍDIA\2010\2010-00\2010 [ba51af18].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [ba51af18].jpg,Fotos Celular K1,catalogo
D:\MÍDIA\2010\2010-00\2010 [baf7121d].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [baf7121d].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2010\2010-00\2010 [bbff4606].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [bbff4606].jpg,Fotos Celular K1,catalogo
D:\MÍDIA\2010\2010-00\2010 [bddde3ac].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [bddde3ac].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2010\2010-00\2010 [bf8b2af7].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [bf8b2af7].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2010\2010-00\2010 [c053d1bd].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [c053d1bd].jpg,Fotos Celular K1,catalogo
D:\MÍDIA\2010\2010-00\2010 [c19dca6c].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [c19dca6c].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2010\2010-00\2010 [c276e8a1].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [c276e8a1].jpg,Fotos Celular K1,catalogo
D:\MÍDIA\2010\2010-00\2010 [c66afaae].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [c66afaae].jpg,CG antigas,catalogo
D:\MÍDIA\2010\2010-00\2010 [c76c38bb].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [c76c38bb].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2010\2010-00\2010 [c7cfd64f].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [c7cfd64f].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2010\2010-00\2010 [d2107b37].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [d2107b37].jpg,Patio 27 12 Tavares,catalogo
D:\MÍDIA\2010\2010-00\2010 [d300e33e].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [d300e33e].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2010\2010-00\2010 [d6a96820].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [d6a96820].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2010\2010-00\2010 [d8aecf4d].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [d8aecf4d].jpg,CG antigas,catalogo
D:\MÍDIA\2010\2010-00\2010 [d8c522b1].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [d8c522b1].jpg,Fotos Celular K1,catalogo
D:\MÍDIA\2010\2010-00\2010 [d90e21d8].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [d90e21d8].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2010\2010-00\2010 [dcb39fa8].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [dcb39fa8].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2010\2010-00\2010 [dd6c2378].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [dd6c2378].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2010\2010-00\2010 [dd75403d].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [dd75403d].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2010\2010-00\2010 [dddc2051].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [dddc2051].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2010\2010-00\2010 [e08e623d].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [e08e623d].jpg,Fotos Celular K1,catalogo
D:\MÍDIA\2010\2010-00\2010 [e294caea].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [e294caea].jpg,Fotos Celular K1,catalogo
D:\MÍDIA\2010\2010-00\2010 [e3791213].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [e3791213].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2010\2010-00\2010 [e650e81e].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [e650e81e].jpg,Fotos Celular K1,catalogo
D:\MÍDIA\2010\2010-00\2010 [e7b26f50].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [e7b26f50].jpg,Patio 27 12 Tavares,catalogo
D:\MÍDIA\2010\2010-00\2010 [f203b93b].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [f203b93b].jpg,Patio 27 12 Tavares,catalogo
D:\MÍDIA\2010\2010-00\2010 [faafb9be].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [faafb9be].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2010\2010-00\2010 [fbce4010].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [fbce4010].jpg,Fotos Celular K1,catalogo
D:\MÍDIA\2010\2010-00\2010 [ff18ebba].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2010\2010 [ff18ebba].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2011\2011-00\2011 [0dc46072].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Ano Novo\2011 [0dc46072].jpg,Ano Novo,catalogo
D:\MÍDIA\2011\2011-00\2011 [1149a770].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2011\2011 [1149a770].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2011\2011-00\2011 [261a56a8].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2011\2011 [261a56a8].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2011\2011-00\2011 [49363a32].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Ano Novo\2011 [49363a32].jpg,Ano Novo,catalogo
D:\MÍDIA\2011\2011-00\2011 [4ec2a17b].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Ano Novo\2011 [4ec2a17b].jpg,Ano Novo,catalogo
D:\MÍDIA\2011\2011-00\2011 [5439c131].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Ano Novo\2011 [5439c131].jpg,Ano Novo,catalogo
D:\MÍDIA\2011\2011-00\2011 [56ad70c6].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2011\2011 [56ad70c6].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2011\2011-00\2011 [5b4c0fe0].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Ano Novo\2011 [5b4c0fe0].jpg,Ano Novo,catalogo
D:\MÍDIA\2011\2011-00\2011 [648abb51].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Ano Novo\2011 [648abb51].jpg,Ano Novo,catalogo
D:\MÍDIA\2011\2011-00\2011 [69ba2031].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2011\2011 [69ba2031].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2011\2011-00\2011 [7658742d].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Ano Novo\2011 [7658742d].jpg,Ano Novo,catalogo
D:\MÍDIA\2011\2011-00\2011 [8051c221].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2011\2011 [8051c221].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2011\2011-00\2011 [822eac55].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2011\2011 [822eac55].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2011\2011-00\2011 [82987173].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2011\2011 [82987173].jpg,Fotos Extras,catalogo
D:\MÍDIA\2011\2011-00\2011 [8499416e].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Ano Novo\2011 [8499416e].jpg,Ano Novo,catalogo
D:\MÍDIA\2011\2011-00\2011 [a05ebe00].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2011\2011 [a05ebe00].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2011\2011-00\2011 [a693bd08].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2011\2011 [a693bd08].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2011\2011-00\2011 [b1054180].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Ano Novo\2011 [b1054180].jpg,Ano Novo,catalogo
D:\MÍDIA\2011\2011-00\2011 [b94c3084].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Ano Novo\2011 [b94c3084].jpg,Ano Novo,catalogo
D:\MÍDIA\2011\2011-00\2011 [bebc3633].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2011\2011 [bebc3633].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2011\2011-00\2011 [c27cdace].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Ano Novo\2011 [c27cdace].jpg,Ano Novo,catalogo
D:\MÍDIA\2011\2011-00\2011 [c76c3e79].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2011\2011 [c76c3e79].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2011\2011-00\2011 [de3f943b].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2011\2011 [de3f943b].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2011\2011-00\2011 [f5ea6b88].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Ano Novo\2011 [f5ea6b88].jpg,Ano Novo,catalogo
D:\MÍDIA\2012\2012-00\2012 [031c17e4].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2012\2012 [031c17e4].jpg,Fotos Extras,catalogo
D:\MÍDIA\2012\2012-00\2012 [15ed7eba].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2012\2012 [15ed7eba].jpg,Fotos Extras,catalogo
D:\MÍDIA\2012\2012-00\2012 [1d9cff46].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2012\2012 [1d9cff46].jpg,Fotos Extras,catalogo
D:\MÍDIA\2012\2012-00\2012 [23ef1ca1].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2012\2012 [23ef1ca1].jpg,Fotos Extras,catalogo
D:\MÍDIA\2012\2012-00\2012 [25e79d58].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2012\2012 [25e79d58].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2012\2012-00\2012 [2731dd9c].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2012\2012 [2731dd9c].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2012\2012-00\2012 [29fefd85].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2012\2012 [29fefd85].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2012\2012-00\2012 [2af9958c].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2012\2012 [2af9958c].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2012\2012-00\2012 [2f362c65].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2012\2012 [2f362c65].jpg,Fotos Extras,catalogo
D:\MÍDIA\2012\2012-00\2012 [3086ee95].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2012\2012 [3086ee95].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2012\2012-00\2012 [31a2ab39].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2012\2012 [31a2ab39].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2012\2012-00\2012 [4c774663].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2012\2012 [4c774663].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2012\2012-00\2012 [5b45ca30].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2012\2012 [5b45ca30].jpg,Fotos Extras,catalogo
D:\MÍDIA\2012\2012-00\2012 [68cc6fd1].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2012\2012 [68cc6fd1].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2012\2012-00\2012 [81a34756].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2012\2012 [81a34756].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2012\2012-00\2012 [a0d01126].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2012\2012 [a0d01126].jpg,Fotos Extras,catalogo
D:\MÍDIA\2012\2012-00\2012 [a7255721].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2012\2012 [a7255721].jpg,Fotos Extras,catalogo
D:\MÍDIA\2012\2012-00\2012 [afbb7817].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2012\2012 [afbb7817].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2012\2012-00\2012 [b5a62a34].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2012\2012 [b5a62a34].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2012\2012-00\2012 [c645f2b0].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2012\2012 [c645f2b0].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2012\2012-00\2012 [d2ec4392].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2012\2012 [d2ec4392].jpg,Fotos Extras,catalogo
D:\MÍDIA\2012\2012-00\2012 [e7307608].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2012\2012 [e7307608].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2012\2012-00\2012 [efba39c9].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2012\2012 [efba39c9].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2012\2012-00\2012 [f252d6b6].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2012\2012 [f252d6b6].jpg,Onedrive_sem_data,catalogo
D:\MÍDIA\2012\2012-00\2012 [f332b074].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2012\2012 [f332b074].jpg,Fotos Extras,catalogo
D:\MÍDIA\2013\2013-00\2013 [00100899].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Maurício\2013 [00100899].jpg,Jardim,catalogo
D:\MÍDIA\2013\2013-00\2013 [0086bb74].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Maurício\2013 [0086bb74].jpg,Jardim,catalogo
D:\MÍDIA\2013\2013-00\2013 [009f7ad8].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Maurício\2013 [009f7ad8].jpg,Buffet,catalogo
D:\MÍDIA\2013\2013-00\2013 [00a6b255].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Maurício\2013 [00a6b255].jpg,Buffet,catalogo
D:\MÍDIA\2013\2013-00\2013 [00b5e6d4].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Maurício\2013 [00b5e6d4].jpg,Buffet,catalogo
D:\MÍDIA\2013\2013-00\2013 [00e899ed].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [00e899ed].jpg,1,catalogo
