row_number,numero_processo,tema,before_ramo,after_ramo,before_subramo,after_subramo,method,reason,llm_error
108,1039879-65.2019.4.01.0000,Atribuição de efeito suspensivo pelo relator à apelação inaudita altera parte em ação civil pública para evitar prolação de sentença extra petita sem intervenção ministerial prévia,Processual Civil,Direito Processual Civil,"Recursos, Tutela Provisória","Tutela Provisória, Processo de Conhecimento",api,scope_all,
109,1003933-95.2020.4.01.0000,Trancamento de ação penal por contrabando de cigarros em razão da insignificância da lesão jurídica e ausência de justa causa para persecução penal,Direito Penal,Direito Penal,"Direito Penal Comum, Processo Penal","Direito Penal Material, Processual Penal",api,scope_all,
110,0064601-08.2014.4.01.3800,Falsidade ideológica por inserção de dados falsos em cadastro público informatizado do Ibama visando fraudar fiscalização ambiental e caracterização da responsabilidade penal,Direito Penal,Direito Penal,"Direito Ambiental Penal, Direito Penal Comum","Direito Penal Ambiental, Direito Penal Comum",api,scope_all,
111,1008110-05.2020.4.01.0000,Habeas corpus de condenado por contrabando e tráfico discutindo inaplicabilidade de liberdade provisória com base em Recomendação CNJ sem comprovação de vulnerabilidade pessoal e o,Direito Penal,Direito Penal,"Execução Penal, Processo Penal","Direito Penal Substantivo, Direito Penitenciário",api,scope_all,
112,1007545-41.2020.4.01.0000,Possibilidade de substituição da prisão preventiva de mãe por medidas cautelares e exigência de fundamentação concreta para indeferimento da medida,Direito Penal,Direito Penal,"Direito Penal Materno, Processo Penal","Direito Penal Materno, Processual Penal",api,scope_all,
113,0006031-88.2011.4.01.3200,"Responsabilidade penal do distribuidor por armazenar e comercializar medicamentos sem registro e de origem não comprovada, gerando risco à saúde pública e caracterizando crime do a",Direito Penal,Direito Penal,"Direito Penal Econômico, Direito Penal da Saúde","Direito Penal da Saúde, Direito Penal Empresarial",api,scope_all,
114,0050390-42.2010.4.01.3400,"Nulidade de decisão administrativa por uso de prova penal ilícita sem comprovação da descoberta inevitável, afetando condenação em processo sancionador concorrencial",Direito Administrativo,Direito Administrativo,"Direito Administrativo Sancionador, Direito da Concorrência","Processo Administrativo, Direito da Concorrência",api,scope_all,
115,1002009-59.2019.4.01.3500,Admissibilidade da heteroidentificação como complemento à autodeclaração racial em concursos públicos e limites constitucionais das garantias do contraditório e ampla defesa,Direito Constitucional,Direito Constitucional,"Direito Administrativo, Direitos Fundamentais","Direito Administrativo, Direitos e Garantias Constitucionais",api,scope_all,
116,1018921-14.2017.4.01.3400,Contestação de suspensão do direito de contratar em pregão eletrônico por documentação técnica insuficiente e aplicação do princípio da proporcionalidade para limitar penalidade à ,Direito Administrativo,Direito Administrativo,"Licitações e Contratos, Poderes Administrativos Sancionadores","Licitações e Contratos Administrativos, Controle de Atos Administrativos",api,scope_all,
117,1000430-29.2017.4.01.3700,Possibilidade de autorização de posse de arma de fogo para agente penitenciário temporário diante da aplicação dos princípios da razoabilidade e proporcionalidade,Direito Penal,Direito Penal,"Direito Penal Especial, Direito Penal Material","Direito Penal Especial, Direito Penal Militar",api,scope_all,
118,1020321-83.2019.4.01.9999,Correção monetária de créditos judiciais contra a Fazenda Pública Federal e afastamento da Taxa Referencial como índice de atualização monetária aplicável,Direito Administrativo,Direito Administrativo,"Direito Financeiro, Processo Civil","Direito Financeiro, Execução Contra a Fazenda Pública",api,scope_all,
119,0000882-37.2014.4.01.3902,Indenização por desvalorização salarial de escrivão da Polícia Federal versus aplicação da Súmula Vinculante 37 e da Lei 12.775/2012 quanto à revisão remuneratória obrigatória,Direito Administrativo,Direito Administrativo,"Direito Administrativo Disciplinar, Direito Previdenciário","Direito Administrativo Disciplinar, Servidores Públicos",api,scope_all,
120,0000880-67.2014.4.01.3902,Possibilidade de concessão judicial de reajuste salarial a servidores e violação da separação dos poderes pela ausência de lei de iniciativa presidencial,Direito Administrativo,Direito Administrativo,"Direito Administrativo Disciplinar, Direito Financeiro","Servidores Públicos, Controle da Administração Pública",api,scope_all,
121,1000491-24.2020.4.01.0000,Habeas corpus contra manutenção de prisão preventiva por garantia da ordem pública diante de indícios robustos de autoria e complexidade probatória processual,Direito Penal,Direito Penal,"Direito Penal Especial, Processo Penal","Direito Penal Comum, Direito Processual Penal",api,scope_all,
122,0011823-23.2012.4.01.3900,Manifestação verbal desrespeitosa de advogado dirigida a magistrado e discussão sobre ausência de animus caluniandi para configuração do crime de calúnia,Direito Penal,Direito Penal,"Criminalização de condutas profissionais, Processo Penal","Criminalização de condutas profissionais, Direito Penal Substantivo",api,scope_all,
123,1019412-65.2019.4.01.0000,Direito do acusado à nomeação de assistente técnico para formular quesitos e produzir parecer pericial alternativo em perícia de material informático em investigação de pornografia,Direito Penal,Direito Penal,"Criminalização de crimes contra a dignidade sexual, Processo Penal","Direito Processual Penal, Criminalística",api,scope_all,
124,1000973-07.2019.4.01.4300,Revisão contratual de mútuo e cédula de crédito comercial quanto à teoria da imprevisão e necessidade de fatos extraordinários imprevisíveis para redução de prestações,Direito Civil,Direito Civil,"Direito Contratual, Direito do Consumidor","Direito Contratual, Responsabilidade Civil Contratual",api,scope_all,
125,0002988-38.2005.4.01.3400,Validade de investigação administrativa fundada em denúncia anônima diante de evidências estatísticas de coincidência de gabaritos e suspeita de fraude em concurso público,Direito Administrativo,Direito Administrativo,"Direito Administrativo Sancionador, Processo Administrativo Disciplinar","Processo Administrativo Sancionador, Direito Administrativo Sancionador",api,scope_all,
126,0001152-78.2001.4.01.3300,"Assistência da União em ação possessória de reintegração de posse de terreno de marinha ocupado sem assentimento, discutindo legitimidade e requisitos processuais para autor autori",Direito Civil,Direito Administrativo,"Direito Processual Civil, Direito Registral Imobiliário","Responsabilidade Civil do Estado, Serviços Públicos",api,scope_all,
127,0001924-27.2004.4.01.3400,Validade da notificação ao condutor preposto para apresentação de defesa e necessidade de decisão da autoridade superior para eficácia recursal conforme Súmula 312 do STJ,Direito Administrativo,Direito Administrativo,"Processo Administrativo Disciplinar, Trânsito Administrativo","Trânsito Administrativo, Processo Administrativo Disciplinar",api,scope_all,
129,0023289-20.2015.4.01.9199,Obrigatoriedade de responsável técnico farmacêutico em farmácia privativa classificada como dispensário de medicamentos e interpretação do art. 19 da Lei 5.991/1973 quanto à exoner,Direito Administrativo,Direito Administrativo,"Direito Público, Direito Regulatório Sanitário","Direito Regulatório Sanitário, Direito Administrativo",api,scope_all,
130,0074751-41.2010.4.01.0000,Possibilidade de levantamento de valores penhorados via BacenJud em execução fiscal contra a União beneficiária de isenção de custas sem sua concordância,Direito Processual Civil,Direito Processual Civil,"Execução fiscal, Processo de Execução","Execução fiscal, Execução",api,scope_all,
131,002668-22.2013.4.01.0000,"Impedimento de medidas assecuratórias sobre bens da fazenda municipal em razão da indisponibilidade patrimonial e da presunção de solvabilidade, com observância dos requisitos lega",Direito Tributário,Direito Tributário,"Direito Administrativo, Processo Tributário","Direito Tributário Federal, Processo Tributário Administrativo",api,scope_all,
132,0065983-24.2013.4.01.0000,Natureza de título ao portador da Eletrobrás e exigência de cotação em bolsa para sua aceitação nos processos de empréstimo compulsório,Direito Administrativo,Direito Administrativo,"Direito Financeiro, Processo Civil","Direito Administrativo Contratual, Direito Administrativo Regulatório",api,scope_all,
133,1033247-23.2019.4.01.0000,Legitimidade da Ordem dos Advogados do Brasil para atuar como assistente em ações penais envolvendo advogados acusados de atos praticados no exercício da profissão,Direito Penal,Direito Penal,"Direito Administrativo Disciplinar, Processo Penal","Direito Penal, Processual Penal",api,scope_all,
134,1003079-03.2017.4.01.3300,Redistribuição de servidor público para universidade federal e controvérsia sobre pedido de diferenças remuneratórias pela atuação em função comissionada no hospital universitário,Direito Administrativo,Direito Administrativo,"Remuneração e Vencimentos, Servidores Públicos","Servidores Públicos, Serviço Público",api,scope_all,
135,1000145-20.2018.4.01.9999,"Reconhecimento de união estável e comprovação de dependência econômica para concessão de pensão por morte de trabalhador rural, com debate sobre prova de convivência pública, durad",Direito Previdenciário,Direito Previdenciário,"Benefícios Previdenciários, Direitos de Família","Benefício previdenciário, Direito de Família",api,scope_all,
137,0040076-07.2014.4.01.3300,"Revisão de complementação de aposentadoria ferroviária pela União para apurar diferença entre remuneração do cargo efetivo e benefício do INSS excluindo parcelas individuais, salvo",Direito Previdenciário,Direito Previdenciário,"Direito Administrativo Previdenciário, Previdência Social","Direito Previdenciário Administrativo, Benefício previdenciário",api,scope_all,
139,0001591-13.2011.4.01.3503,Fixação da justa indenização em desapropriação por utilidade pública de ferrovia e controvérsia sobre prevalência do laudo judicial e cabimento de indeferimento de prova complement,Direito Civil,Direito Civil,"Direito Imobiliário, Direito Processual Civil","Direito Imobiliário, Processo Civil",api,scope_all,
