row_number,numero_processo,tema,before_ramo,after_ramo,before_subramo,after_subramo,method,reason,llm_error
6076,0059430-87.2015.4.01.0000,Manutenção de bloqueio de ativos financeiros anterior ao pedido de parcelamento para preservação da garantia da execução fiscal,Direito Público,Direito Público,"Direito Tributário, Processo Tributário","Direito Tributário, Processual Tributário",baseline,,
6079,0000578-29.2018.4.01.3601,"Legitimidade da pessoa jurídica para opor embargos à execução fiscal e limites da impugnação quanto à penhora de bens de sócios, discutindo exequibilidade do título",Direito Tributário,Direito Tributário,"Execução fiscal, Processo Tributário","Execução fiscal, Processual Tributário",baseline,,
6086,1022853-44.2025.4.01.0000,"Competência relativa para execução de título executivo extrajudicial pela OAB quanto ao foro do local do ato ou fato gerador aplicando perpetuatio jurisdictionis e art. 781, V, CPC",Processual Civil,Direito Processual Civil,"Execução Civil, Processo de Execução","Execução Civil, Processo de Execução",baseline,,
6148,1016368-41.2019.4.01.3200,Compensação administrativa de créditos tributários reconhecidos judicialmente após habilitação junto à Receita Federal e discussão sobre acréscimos legais e prescrição,Direito Tributário,Direito Tributário,"Processo Tributário, Tributação Federal","Processual Tributário, Tributação Federal",baseline,,
6160,1017621-85.2024.4.01.0000,Reunião de ação revisional e execução fundada no mesmo título por prejudicialidade e prevenção do juízo da execução,Processual Civil,Direito Processual Civil,"Competência, Processo de Execução","Competência, Processo de Execução",baseline,,
6164,1023998-72.2024.4.01.0000,Cumprimento de sentença sobre rateio de honorários advocatícios e controvérsia sobre pagamento a não inscritos na OAB e eventual configuração de litigância de má-fé,Processual Civil,Direito Processual Civil,"Cumprimento de Sentença, Honorários Advocatícios","Cumprimento de Sentença, Honorários Advocatícios",baseline,,
6195,0001642-38.2009.4.01.4200,Competência supletiva do IBAMA para fiscalização e autuação por omissão ou insuficiência da tutela ambiental estadual em atividades potencialmente lesivas ao meio ambiente,Direito Ambiental,Direito Ambiental,"Direito Administrativo, Processo Tributário","Direito Administrativo, Processual Tributário",baseline,,
6205,0005405-33.2012.4.01.4300,Nulidade absoluta de sentença em Juizado Especial Federal e cabimento excepcional da querela nullitatis ante vedação da ação rescisória,Processual Civil,Direito Processual Civil,"Processo de Conhecimento, Tutela Jurisdicional","Processo de Conhecimento, Tutela Jurisdicional",baseline,,
6272,0003058-79.2010.4.01.3400,Limitação da multa moratória tributária em 20% por configurar confisco e proteção do contribuinte contra exação excessiva,Direito Tributário,Direito Tributário,"Direito Tributário Sustantivo, Processo Tributário","Direito Tributário Sustantivo, Processual Tributário",baseline,,
6274,0018582-10.2010.4.01.3500,Incidência e mensalidade da multa por descumprimento de obrigação acessória prevista na MP 2.158-34/2001 relativa à DIF-Bebidas e limites de proporcionalidade,Direito Tributário,Direito Tributário,"Direito Aduaneiro, Processo Tributário","Direito Aduaneiro, Processual Tributário",baseline,,
6278,1055888-66.2024.4.01.3900,Possibilidade excepcional de recebimento de embargos à execução fiscal sem garantia do juízo mediante comprovação de hipossuficiência patrimonial e necessidade de intimação para re,Direito Tributário,Direito Tributário,"Processo Civil, Processo Tributário","Processo Civil, Processual Tributário",baseline,,
6313,1000037-68.2025.4.01.0000,Competência do plantão judiciário para pedidos de restituição de bens em embargos de terceiro e limites impostos pelo Provimento Coger quanto à urgência,Processual,Direito Processual,"Direito Administrativo, Processo Civil","Direito Administrativo, Processo Civil",baseline,,
6315,1001012-90.2025.4.01.0000,Cumprimento de sentença com titular falecido: inaplicabilidade do art.45§1º da Resolução CJF 822/2023 e necessidade de habilitação do espólio nos termos do art.313 do CPC para expe,Processual Civil,Direito Processual Civil,"Cumprimento de Sentença, Execução e Cumprimento de Sentença","Cumprimento de Sentença, Execução e Cumprimento de Sentença",baseline,,
6344,0045316-95.2010.4.01.3500,Inscrição da pessoa física no Cadin pelo Procurador-Chefe da Fazenda Nacional sem comprovação de responsabilidade pessoal do sócio nos termos do art. 135 do CTN,Direito Tributário,Direito Tributário,"Processo Tributário, Responsabilidade Tributária","Processual Tributário, Responsabilidade Tributária",baseline,,
6350,1080535-19.2023.4.01.3300,Validade de requisito de renúncia judicial imposto por ato infralegal para adesão a parcelamento tributário e impacto sobre discussão e depósito judicial,Direito Tributário,Direito Tributário,"Direito Administrativo Tributário, Processo Tributário","Direito Administrativo Tributário, Processual Tributário",baseline,,
6370,1004579-18.2019.4.01.3500,Ação monitória sobre contrato de cheque-série empresarial com discussão sobre inclusão de valores bloqueados judicialmente por terceiros no cálculo do saldo devedor e encargos do c,Civil,Direito Civil,"Direito Civil Patrimonial, Direito Processual Civil","Direito Civil Patrimonial, Direito Processual Civil",baseline,,
6378,0007073-05.2012.4.01.3600,Suspensão da exigibilidade de multa acessória por falta de definição da obrigação tributária principal e impossibilidade de cobrança até consolidação do débito,Direito Tributário,Direito Tributário,"Execução fiscal, Processo Tributário","Execução fiscal, Processual Tributário",baseline,,
6381,1039530-91.2021.4.01.0000,"Aplicabilidade imediata da Lei 14.195/2021 às execuções fiscais em curso, com exceção das hipóteses em que a penhora já foi efetivada, conforme Tema 1193/STJ",Direito Processual,Direito Processual,"Processo Civil, Processo Tributário","Processo Civil, Processual Tributário",baseline,,
6392,1014006-53.2025.4.01.0000,Competência para definição de competência territorial entre Juizados Especiais Federais e limites do controle do Tribunal Regional Federal sobre matéria interna das Turmas Recursai,Processual,Direito Processual,"Processo Civil, Processo Constitucional","Processo Civil, Processo Constitucional",baseline,,
6407,0003862-67.2012.4.01.3500,"Admissibilidade de embargos de terceiro para proteger posse de boa-fé oriunda de compromisso de compra e venda sem registro, mesmo após sentença condenatória do processo principal",Processual Civil,Direito Processual Civil,"Embargos de Terceiro, Processo de Conhecimento","Embargos de Terceiro, Processo de Conhecimento",baseline,,
6425,0013509-50.2011.4.01.3200,Efeito vinculante de decisões judiciais sobre expedição de Certidão Negativa de Débitos diante de divergência sistêmica entre GPS e GFIP/SEFIP,Direito Tributário,Direito Tributário,"Direito Previdenciário, Processo Tributário","Direito Previdenciário, Processual Tributário",baseline,,
6461,0068655-87.2013.4.01.3400,Ilegitimidade da cobrança judicial de anuidades da OAB relativas a exercícios anteriores à Lei 12.514/2011 e aplicação do §2º do art. 8º para arquivamento do feito,Direito Tributário,Direito Tributário,"Execução fiscal, Processo Tributário","Execução fiscal, Processual Tributário",baseline,,
6525,1017221-71.2024.4.01.0000,"Nulidade da citação por edital quando decretada sem esgotamento das diligências prévias apesar de endereço conhecido pela Administração, afetando o contraditório e a ampla defesa",Processual Civil,Direito Processual Civil,"Processo de Conhecimento, Processo de Execução","Processo de Conhecimento, Processo de Execução",baseline,,
6533,1021731-72.2020.4.01.3200,Procedimento de restauração de autos previsto no CPC e incompetência da Justiça Federal para determinar atos da Justiça do Trabalho,Processual Civil,Direito Processual Civil,"Processo Administrativo Judicial, Processo de Conhecimento","Processo Administrativo Judicial, Processo de Conhecimento",baseline,,
6538,1027932-53.2020.4.01.3500,Reconhecimento da essencialidade do álcool etílico anidro combustível como insumo para fins de creditamento de PIS/Cofins conforme norma legal e regulamentação da ANP,Direito Tributário,Direito Tributário,"Processo Tributário, Tributação indireta","Processual Tributário, Tributação indireta",baseline,,
6540,1012224-79.2023.4.01.0000,Exigência judicial de procuração atualizada para levantamento de quantias no cumprimento de sentença e limites às prerrogativas do advogado,Processual Civil,Direito Processual Civil,"Cumprimento de Sentença, Processo de Cumprimento de Sentença","Cumprimento de Sentença, Processo de Cumprimento de Sentença",baseline,,
6577,1010060-73.2025.4.01.0000,Inadmissibilidade de sobrestamento indefinido dos autos em face de indícios de litigância abusiva e aplicação restrita da Recomendação 159 do CNJ,Processual Civil,Direito Processual Civil,"Processo de Conhecimento, Tutela Provisória e Procedimentos Especiais","Processo de Conhecimento, Tutela Provisória e Procedimentos Especiais",baseline,,
6601,0004252-41.2015.4.01.3303,"Embargos infringentes: admissibilidade diante de julgamento unânime e controvérsia sobre se ressalva individual de fundamentação, sem modificar o resultado, configura divergência a",Direito Processual Penal,Direito Processual Penal,Processo Penal,"Processo Penal, Direito Processual Penal",fallback,problematic_structure,openai_disabled
6641,0000105-18.2015.4.01.3902,"Fixação equitativa de honorários advocatícios na anulatória de débito fiscal que resultou apenas na exclusão de sócio do polo passivo, aplicando-se o art. 85, §8º, do CPC/2015",Direito Processual,Direito Processual,"Processo Civil, Processo Tributário","Processo Civil, Processual Tributário",baseline,,
6687,1005358-70.2019.4.01.3500,Parcelamento fiscal previsto em lei específica e controvérsia sobre aplicação de exclusão por inadimplemento ante boa-fé do devedor e inexistência de prejuízo ao erário,Direito Tributário,Direito Tributário,"Direito Tributário Material, Processo Tributário","Direito Tributário Material, Processual Tributário",baseline,,
6765,1024578-44.2020.4.01.0000,Ação rescisória proposta após decurso do prazo decadencial de dois anos e inaplicabilidade de suspensão normativa posterior ao prazo consumado,Processual Civil,Direito Processual Civil,"Direito Civil, Direito Processual Civil","Direito Civil, Direito Processual Civil",baseline,,
6766,0003543-44.2018.4.01.4000,Reconhecimento fotográfico policial realizado sem observância do art. 226 do CPP e invalidação da prova para sustentar condenação criminal,Direito Penal,Direito Penal,Processo Penal,"Processo Penal, Direito Penal Comum",fallback,problematic_structure,openai_disabled
6809,0018188-23.2012.4.01.3600,"Controle judicial da impossibilidade de conselhos profissionais fixarem ou majorarem anuidades por norma infralegal, por violação da reserva legal tributária",Direito Tributário,Direito Tributário,"Direito Tributário Substantivo, Processo Tributário","Direito Tributário Substantivo, Processual Tributário",baseline,,
6835,0033028-56.2012.4.01.3400,Direito tributário material e processual sobre direito adquirido à isenção de ganho de capital decorrente de participação societária mantida por mais de cinco anos antes da Lei 7.7,Direito Tributário,Direito Tributário,"Direito Tributário Material, Processo Tributário","Direito Tributário Material, Processual Tributário",baseline,,
6899,1000210-92.2025.4.01.0000,"Transação tributária: contagem do prazo bienal de vedação à nova adesão a partir da rescisão formal da transação anterior, e não do mero inadimplemento, com valoração de prova sobr",Direito Tributário,Direito Tributário,"Direito Financeiro, Processo Tributário","Direito Financeiro, Processual Tributário",baseline,,
6900,1006102-06.2021.4.01.3400,"Restituição e compensação administrativa de contribuições previdenciárias patronais e terceiro, com retroação limitada pela prescrição quinquenal e observância do regime de precató",Direito Tributário,Direito Tributário,"Direito Previdenciário, Processo Tributário","Direito Previdenciário, Processual Tributário",baseline,,
6902,1048489-80.2023.4.01.0000,Execução fiscal e direito ao devido processo: ilegalidade do bloqueio via Sisbajud antes da citação e necessidade de prova dos requisitos do arresto cautelar,Direito Processual,Direito Processual,"Processo Civil, Processo Tributário","Processo Civil, Processual Tributário",baseline,,
6906,0012047-16.2015.4.01.0000,Exigência do protesto da Certidão de Dívida Ativa como condição para ajuizamento ou prosseguimento da execução fiscal e sua incompatibilidade com a faculdade legal conferida à Admi,Direito Tributário,Direito Tributário,"Execução fiscal, Processo Tributário","Execução fiscal, Processual Tributário",baseline,,
6964,0011143-31.2014.4.01.4300,Gestão fraudulenta de instituto de previdência municipal por equiparação a instituição financeira e discussão sobre dolo e inexigibilidade de conduta diversa diante de dificuldade ,Direito Penal,Direito Penal,Direito Penal Administrativo,"Direito Penal Administrativo, Processo Penal",fallback,problematic_structure,openai_disabled
6985,1011640-41.2025.4.01.0000,Nulidade de medida cautelar fiscal que impõe indisponibilidade de bens de terceiro por ausência de fundamentação individualizada e de provas de atos de gestão para responsabilizaçã,Direito Tributário,Direito Tributário,"Processo Tributário, Responsabilidade Tributária","Processual Tributário, Responsabilidade Tributária",baseline,,
6986,0007286-34.2009.4.01.3400,Exclusão das receitas de interconexão da base de cálculo do Fust por bis in idem e controvérsia sobre validade parcial da Súmula 7 da Anatel,Direito Tributário,Direito Tributário,"Direito Tributário Substantivo, Processo Tributário","Direito Tributário Substantivo, Processual Tributário",baseline,,
7001,1035548-30.2025.4.01.0000,Competência para atos em execuções fiscais ajuizadas antes da Lei 13.043/2014 e conflito sobre manutenção da competência estadual enquanto pendente incidente de assunção de competê,Direito Processual,Direito Processual,"Processo Civil, Processo Tributário","Processo Civil, Processual Tributário",baseline,,
7005,1032337-54.2023.4.01.0000,Homologação de cálculos pela contadoria em valor superior ao da exequente e controvérsia sobre configuração de julgamento ultra petita diante da correta aplicação dos parâmetros do,Direito Processual,Direito Processual,Processo Civil,"Processo Civil, Processual Tributário",fallback,problematic_structure,openai_disabled
7018,1013069-53.2024.4.01.9999,Apreciação da prova pericial judicial e preclusão da impugnação ao perito com vedação de inovação probatória em sede recursal sobre incapacidade laboral para benefício previdenciár,Processual Civil,Direito Processual Civil,"Prova, Recursos","Prova, Recursos",baseline,,
7022,1023574-93.2025.4.01.0000,"Habeas corpus sobre manutenção de prisão preventiva de réu foragido por ameaças, milícia privada e homicídio, com fundamentação nos arts. 312 e 282 do CPP para garantia da ordem pú",Processual Penal,Direito Processual Penal,"Direito Penal Material, Processo Penal","Direito Penal Material, Processo Penal",baseline,,
7045,0018589-83.2011.4.01.3300,Admissibilidade e valoração de documentos apresentados em juízo para deduções do IRPF e revisão de lançamento fiscal em respeito à verdade material,Direito Tributário,Direito Tributário,"Direito Tributário Substantivo, Processo Tributário","Direito Tributário Substantivo, Processual Tributário",baseline,,
7050,0009274-85.2012.4.01.3400,"Exclusão de parcelamento da Lei 11.941/2009 por Portaria Conjunta: legalidade da penalidade, necessidade de previsão legal, observância da razoabilidade, boa-fé do contribuinte e a",Direito Tributário,Direito Tributário,"Execução fiscal, Processo Tributário","Execução fiscal, Processual Tributário",baseline,,
7054,0052451-65.2012.4.01.9199,Dedução de despesas médicas para fins de Imposto de Renda da pessoa física e controvérsia sobre reconhecimento parcial da inexigibilidade e prosseguimento da execução fiscal quanto,Direito Tributário,Direito Tributário,"Processo Tributário, Tributação direta","Processual Tributário, Tributação direta",baseline,,
7091,0067724-16.2014.4.01.9199,Incidência do encargo legal de 20% na Certidão de Dívida Ativa como substituto dos honorários advocatícios e vedação à cumulação na execução fiscal,Direito Tributário,Direito Tributário,"Execução fiscal, Processo Tributário","Execução fiscal, Processual Tributário",baseline,,
7101,1017947-11.2025.4.01.0000,"Perpetuação da competência por prerrogativa de função para julgamento de ação penal após saída do cargo quando fatos se relacionam diretamente ao exercício da função, afetando ence",Direito Penal,Direito Penal,Processo Penal,"Processo Penal, Direito Penal Comum",fallback,problematic_structure,openai_disabled
7107,1023814-92.2024.4.01.9999,"Cabimento do incidente de uniformização do art. 14 da Lei 10.259/2001 contra acórdão originado em Turma Recursal do Juizado Especial Federal, exigência de origem recursal e limites",Processual,Direito Processual,"Processo Civil, Processo Coletivo","Processo Civil, Processo Coletivo",baseline,,
7115,0028033-34.2011.4.01.3400,"Suspensão de prazos processuais por provimento e exceção em inspeção judicial com edital próprio quando autos estiverem com carga da parte, preservando a fluência dos prazos",Processual,Direito Processual,"Execução, Processo Civil","Execução, Processo Civil",baseline,,
7127,0022895-91.2017.4.01.0000,"Incidência ou afastamento da multa de mora do art. 63, §2º, Lei 9.430/96 quando a exigibilidade do crédito tributário está suspensa por tutela antecipada",Direito Tributário,Direito Tributário,"Direito Material Tributário, Processo Tributário","Direito Material Tributário, Processual Tributário",baseline,,
7131,1015649-46.2025.4.01.0000,"Execução fiscal em que exceção de pré-executividade exclui executado do polo passivo e discussão sobre fixação de honorários por equidade conforme art. 85, §8º, CPC/2015",Processual Civil,Direito Processual Civil,"Execução fiscal, Processo de Conhecimento","Execução fiscal, Processo de Conhecimento",baseline,,
7168,0054777-66.2011.4.01.3400,Expedição de Certidão Positiva com efeitos de Negativa e controvérsia sobre exigência de depósito integral em dinheiro para suspensão da exigibilidade tributária,Direito Tributário,Direito Tributário,"Processo Tributário, Tributário Material","Processual Tributário, Tributário Material",baseline,,
7170,1016459-63.2021.4.01.3200,Legitimidade restrita do adquirente de produtos rurais para impugnar contributo previdenciário e impossibilidade de restituição sem prova de assunção do encargo ou autorização do c,Direito Tributário,Direito Tributário,"Processo Tributário, Tributação Federal","Processual Tributário, Tributação Federal",baseline,,
7175,0008476-18.2012.4.01.3500,"Possibilidade de fixação autônoma de honorários advocatícios em embargos à execução e na execução, observando limite cumulativo legal do CPC/1973 art. 20, §3º",Processual Civil,Direito Processual Civil,"Honorários Advocatícios, Processo de Execução","Honorários Advocatícios, Processo de Execução",baseline,,
7186,1028256-91.2025.4.01.0000,Nulidade de ato que cancela precatório sem intimação das partes por violação do contraditório e manutenção quando valor é incontroverso sem prejuízo processual,Processual Civil,Direito Processual Civil,"Cumprimento de Sentença, Processo de Execução","Cumprimento de Sentença, Processo de Execução",baseline,,
7198,1008026-04.2020.4.01.0000,Desapropriação administrativa: discussão sobre aplicação de multa por litigância de má-fé no cumprimento de sentença diante da ausência de recalcitrância e dolo da autarquia,Processual Civil,Direito Processual Civil,"Processo de Execução, Tutela Jurisdicional","Processo de Execução, Tutela Jurisdicional",baseline,,
7226,1041654-42.2024.4.01.0000,"Nulidade de decisão monocrática que indeferiu gratuidade judiciária sem oportunizar contrarrazões e utilizou renda bruta como critério, diante de renda líquida inferior a dez salár",Processual Civil,Direito Processual Civil,"Tutela Provisória, Tutela de Urgência e Medidas Cautelares","Tutela Provisória, Tutela de Urgência e Medidas Cautelares",baseline,,
7232,1003716-42.2018.4.01.4100,Intempestividade de recurso e alegação de justa causa por doença do advogado sem prova de impedimento total ou ausência de alternativa processual,Processual Civil,Direito Processual Civil,"Processo Civil, Recursos","Processo Civil, Recursos",baseline,,
7233,1047317-29.2025.4.01.3300,Ação anulatória de leilão extrajudicial: controvérsia sobre indeferimento da petição inicial por ausência de documentos essenciais versus presença dos pressupostos processuais e co,Processual Civil,Direito Processual Civil,"Processo de Conhecimento, Tutela Provisória","Processo de Conhecimento, Tutela Provisória",baseline,,
7248,0012642-38.2017.4.01.3300,"Rediscussão da prescrição em embargos à execução quando já decidida em exceção de pré-executividade, incidência da preclusão consumativa e possibilidade de extinção sem resolução d",Processual Civil,Direito Processual Civil,"Processo de Conhecimento, Processo de Execução","Processo de Conhecimento, Processo de Execução",baseline,,
7251,1034812-51.2021.4.01.0000,Execução de título extrajudicial contra espólio: relativização da avaliação oficial de bens e intimação do representante do espólio para esclarecimento sobre inventário e atualizaç,Processual Civil,Direito Processual Civil,"Cumprimento de Sentença, Execução","Cumprimento de Sentença, Execução",baseline,,
7252,1043481-64.2019.4.01.0000,Redirecionamento da execução fiscal ao ex-sócio diante de falência regularmente decretada e necessidade de prova de atos de gestão ilícitos ou esvaziamento patrimonial,Direito Tributário,Direito Tributário,"Execução fiscal, Processo Tributário","Execução fiscal, Processual Tributário",baseline,,
7254,1004974-37.2020.4.01.3900,Repetição do indébito de contribuições previdenciárias pagas tempestivamente por erro formal escusável sem condenação em honorários contra a União,Direito Tributário,Direito Tributário,"Direito Tributário Previdenciário, Processo Tributário","Direito Tributário Previdenciário, Processual Tributário",baseline,,
7255,0000001-22.2012.4.01.4002,Validade da assinatura eletrônica em Certidão de Dívida Ativa e legitimidade do Município para responder por débitos tributários de seus órgãos,Direito Tributário,Direito Tributário,"Direito Administrativo, Processo Tributário","Direito Administrativo, Processual Tributário",baseline,,
7261,1030721-44.2023.4.01.0000,Cumprimento de sentença contra a Fazenda Pública: preclusão consumativa da matéria decidida em coisa julgada e ônus do executado de comprovar pagamento anterior nos termos do CPC,Processual Civil,Direito Processual Civil,"Cumprimento de Sentença, Execução Contra a Fazenda Pública","Cumprimento de Sentença, Execução Contra a Fazenda Pública",baseline,,
7270,1022382-33.2022.4.01.0000,Cumprimento de sentença: impugnação intempestiva sem erro material e vedação ao reexame oficioso de cálculos já consolidados,Processual Civil,Direito Processual Civil,"Cumprimento de Sentença, Execução","Cumprimento de Sentença, Execução",baseline,,
7288,0007836-24.2012.4.01.3400,Possibilidade de compensação tributária com títulos públicos antigos e controvérsia sobre exigibilidade e liquidez para quitação de débitos fiscais,Direito Tributário,Direito Tributário,"Direito Tributário Material, Processo Tributário","Direito Tributário Material, Processual Tributário",baseline,,
7291,0022373-84.2010.4.01.3500,"Execução fiscal quanto à prescrição do crédito tributário e validade da citação realizada mediante peticionamento de advogado sem poderes especiais, sem apresentação de defesa, afe",Direito Tributário,Direito Tributário,"Execução fiscal, Processo Tributário","Execução fiscal, Processual Tributário",baseline,,
7294,0008895-72.2011.4.01.3500,"Possibilidade de compensação de créditos tributários declarados antes do trânsito em julgado e requisitos de crédito líquido e certo, incluindo vedação entre controladora e control",Direito Tributário,Direito Tributário,"Direito Tributário Substantivo, Processo Tributário","Direito Tributário Substantivo, Processual Tributário",baseline,,
7326,1002494-70.2020.4.01.3000,"Impossibilidade de compensação de ofício de débitos tributários enquanto a exigibilidade estiver suspensa, inclusive em parcelamento sem garantia, e restituição de créditos adminis",Direito Tributário,Direito Tributário,"Direito Tributário Substantivo, Processo Tributário","Direito Tributário Substantivo, Processual Tributário",baseline,,
7330,0003881-38.2018.4.01.9199,Reunião de execuções fiscais nos termos do art. 28 da Lei 6.830/1980 e controvérsia sobre extinção versus sobrestamento e vinculação ao processo principal,Direito Tributário,Direito Tributário,"Execução fiscal, Processo Tributário","Execução fiscal, Processual Tributário",baseline,,
7354,0075425-62.2014.4.01.3400,"Sanção por litigância de má-fé em ação envolvendo servidor público em razão de adução de fato objetivamente inverídico e reiteração de conduta pelo mesmo patrono, com aplicação do ",Processual Civil,Direito Processual Civil,"Processo Civil, Ética Profissional","Processo Civil, Ética Profissional",baseline,,
7365,0003846-98.2007.4.01.3400,Legitimidade ativa para repetição de indébito do Frete de Uniformização de Preços por empresa transportadora considerada consumidora final,Direito Tributário,Direito Tributário,"Direito Tributário Material, Processo Tributário","Direito Tributário Material, Processual Tributário",baseline,,
7451,0006880-08.2012.4.01.3400,Incidência da CSLL e do IRPJ sobre fatos geradores supervenientes e efeitos de coisa julgada frente a precedente vinculante do STF,Direito Tributário,Direito Tributário,"Processo Tributário, Tributação direta","Processual Tributário, Tributação direta",baseline,,
7452,1003685-76.2018.4.01.9999,Competência das instâncias ordinárias para decidir sobre dilação probatória em execução fiscal diante de insuficiência de provas convergentes,Direito Processual,Direito Processual,"Processo Civil, Processo Tributário","Processo Civil, Processual Tributário",baseline,,
7454,1052937-86.2020.4.01.3400,Alcance e limites da regulamentação do Programa de Alimentação do Trabalhador sobre deduções do IRPJ e controvérsia sobre fixação de custos máximos por ato infralegal,Direito Tributário,Direito Tributário,"Direito Tributário Material, Processo Tributário","Direito Tributário Material, Processual Tributário",baseline,,
7476,0036611-39.2017.4.01.9199,Dação em pagamento de bem imóvel sem anuência prévia da Fazenda Pública e sua incidência sobre a regularidade do crédito tributário e admissibilidade de embargos à execução fiscal,Direito Tributário,Direito Tributário,"Direito Administrativo, Processo Tributário","Direito Administrativo, Processual Tributário",baseline,,
7507,1037897-40.2024.4.01.0000,Cumprimento de sentença contra a Fazenda Pública sem impugnação: incidência da modulação do Tema 1190 do STJ sobre honorários sucumbenciais em pagamento por RPV,Processual Civil,Direito Processual Civil,"Cumprimento de Sentença, Honorários Advocatícios","Cumprimento de Sentença, Honorários Advocatícios",baseline,,
7534,1022889-86.2025.4.01.0000,"Extinção de comarca estadual e repercussão na cessação da delegação de competência federal, com reconhecimento da competência originária da Justiça Federal pela instalação de vara ",Processual Civil,Direito Processual Civil,"Competência, Competência Jurisdicional","Competência, Competência Jurisdicional",baseline,,
7550,1000500-80.2021.4.01.3902,"Suspeição de magistrado segundo rol taxativo do art. 254 do CPP e insuficiência probatória sobre interesse pessoal na causa, afastando interpretação extensiva",Processual Penal,Direito Processual Penal,"Processo Civil, Processo Penal","Processo Civil, Processo Penal",baseline,,
7592,1000052-42.2018.4.01.3602,Impossibilidade de compensação de ofício sobre débitos com exigibilidade suspensa e restituição de valores via precatórios com correção pela Taxa Selic desde protocolo administrati,Direito Tributário,Direito Tributário,"Execução fiscal, Processo Tributário","Execução fiscal, Processual Tributário",baseline,,
7594,0038123-64.2017.4.01.3700,Validade da citação por edital na execução fiscal quando frustradas diligências de localização pessoal do devedor e exigência de demonstração de prejuízo,Direito Tributário,Direito Tributário,"Execução fiscal, Processo Tributário","Execução fiscal, Processual Tributário",baseline,,
7600,0035582-65.2015.4.01.3300,Validade formal da Certidão da Dívida Ativa e alcance da presunção de certeza e liquidez diante de prova inequívoca do executado,Direito Tributário,Direito Tributário,"Execução fiscal, Processo Tributário","Execução fiscal, Processual Tributário",baseline,,
7610,0044733-32.2013.4.01.0000,Aplicação dos §§ 3º e 4º do art. 85 do CPC para arbitramento de honorários advocatícios na ação rescisória quando inexistir base de cálculo vinculada ao proveito econômico,Processual Civil,Direito Processual Civil,Processo Civil,"Processo Civil, Processo de Execução",fallback,problematic_structure,openai_disabled
7616,1007478-71.2023.4.01.0000,Competência estadual de execuções fiscais ajuizadas por autarquias federais antes da Lei 13.043/2014 e aplicabilidade do art. 75 e da perpetuatio jurisdictionis,Direito Processual,Direito Processual,"Processo Civil, Processo Tributário","Processo Civil, Processual Tributário",baseline,,
7660,0041943-98.2015.4.01.3300,Incidência da alíquota ordinária na importação de bem de capital diante de ausência de ato concessivo da Camex e impossibilidade de extensão do ex-tarifário com depósito judicial c,Direito Tributário,Direito Tributário,"Direito Aduaneiro, Processo Tributário","Direito Aduaneiro, Processual Tributário",baseline,,
7661,0025079-34.2005.4.01.3300,Ação anulatória sobre cobrança de CSLL: se DIPJ constitui confissão de dívida válida ou se exige lançamento de ofício e incidência de decadência quinquenal na ausência de dolo ou f,Direito Tributário,Direito Tributário,"Direito Material Tributário, Processo Tributário","Direito Material Tributário, Processual Tributário",baseline,,
7713,0063882-96.2013.4.01.3400,Natureza jurídica da ação cautelar de caução como incidente da execução fiscal e impossibilidade de condenação em honorários sucumbenciais,Direito Tributário,Direito Tributário,"Execução fiscal, Processo Tributário","Execução fiscal, Processual Tributário",baseline,,
