questao_TEC,tribunal,banca,ano,questao,gabarito,ramo,subramo
#3183440,TJPE,FGV,2024,"Caio ajuizou ação pleiteando a condenação de Tício a cumprir uma obrigação de fazer derivada de contrato por ambos celebrado.
Encerradas as fases postulatória e da instrução probatória, o juiz da causa proferiu sentença em que acolhia o pedido do autor, condenando o réu a cumprir a obrigação
em certo prazo e cominando multa por dia de descumprimento.
Levando em consideração que as astreintes cominadas pelo órgão judicial não haviam sido postuladas por Caio em sua petição inicial, é correto concluir que a sentença:
a)  é nula, por ultra petita, cabendo ao tribunal, em sede de recurso de apelação, podar o seu excesso;
b)  é nula, por ultra petita, cabendo ao tribunal, em sede de recurso de apelação, invalidá-la;
c)  é nula, por extra petita, cabendo ao tribunal, em sede de recurso de apelação, invalidá-la;
d)  é nula, por extra petita, cabendo ao tribunal, de ofício, invalidá-la;
e)  é válida, já que proferida em conformidade com a disciplina legal aplicável.",E,direito processual civil,Da Sentença e Da Coisa Julgada (arts. 485 a 508)
#2563587,TJES,FGV,2023,"Maria ajuizou demanda em face da autarquia previdenciária municipal, pleiteando a condenação desta a lhe conceder a pensão por morte de servidor com quem,
alegadamente, havia convivido por mais de trinta anos.
Também foi formulado na petição inicial pedido de condenação da autarquia ao pagamento de verba reparatória de danos morais, alegando a autora, para tanto, que o
indeferimento administrativo de seu pleito de pensão por morte, além de ilegal, gerou-lhe angústia e sofrimento.
Ofertada a contestação e produzidas as provas requeridas pelas partes, o juiz da causa considerou comprovados os fatos constitutivos do direito de Maria ao
pensionamento vindicado, acolhendo o seu primeiro pedido. Contudo, o magistrado não reputou configurados os danos morais, razão por que rejeitou a pretensão
indenizatória deduzida na exordial.
Nesse cenário, é correto afirmar que se está diante de uma cumulação:
a)  simples de pedidos, não padecendo a sentença de defeito;
b)  subsidiária de pedidos, sendo a sentença citra petita;
c)  subsidiária de pedidos, não padecendo a sentença de defeito;
d)  alternativa de pedidos, sendo a sentença citra petita;
e)  sucessiva de pedidos, não padecendo a sentença de defeito.",E,direito processual civil,Da Sentença e Da Coisa Julgada (arts. 485 a 508)
#1887953,TJMG,FGV,2022,"O Estado de Minas Gerais foi condenado no pagamento de indenização por danos morais no valor de R$ 2.000.000,00 claramente contra a prova dos autos e, na
sentença, o juiz determinou a remessa necessária. O réu não apelou.
O Tribunal, de forma correta,
a)  conhecerá da remessa necessária.
b)  não conhecerá da remessa necessária.
c)  conhecerá da remessa necessária se houver, também, apelação voluntária.
d)  conhecerá da remessa necessária e determinará ao réu interpor apelação voluntária.",A,direito processual civil,Da Sentença e Da Coisa Julgada (arts. 485 a 508)
#2432741,TJPE,FGV,2022,"Em uma ação judicial, o juiz proferiu sentença julgando extinto o feito, sem resolução de mérito, acolhendo a preliminar de ilegitimidade ativa deduzida em
contestação. Contra a sentença, o autor interpôs o recurso de apelação cível, requerendo que o juiz exercesse o juízo de retratação.
Sobre o juízo de retratação, é correto afirmar que:
a)  não é cabível em caso de extinção sem resolução de mérito, aplicando-se apenas em caso de improcedência liminar do pedido;
b)  por se tratar de hipótese de indeferimento da petição inicial, é facultado ao juiz exercer o juízo de retratação no prazo de cinco dias;
c)  após a vigência do Código de Processo Civil/2015, o juiz não tem mais a possibilidade de exercer juízo de retratação, devendo apenas remeter os autos ao
tribunal;
d)  deverá ser realizado pelo juiz após a apresentação de contrarrazões de apelação pelo réu, na qual o demandado poderá impugnar tal pedido;
e)  depende do oferecimento de caução referente aos ônus sucumbenciais.",D,direito processual civil,Da Sentença e Da Coisa Julgada (arts. 485 a 508)
#261417,TJMS,FGV,2008,"O pronunciamento de ofício pelo juiz de prescrição se configura como hipótese de:
a) objeção material.
b) exceção material.
c) objeção processual.
d) exceção processual.
e) objeção-exceção.",A,direito processual civil,Da Sentença e Da Coisa Julgada (arts. 485 a 508)
#3354868,TJSE,FGV,2025,"No que concerne à liquidação de sentença, é correto afirmar que:
a)  o procedimento comum deve ser adotado caso haja a necessidade de se alegar e provar fato novo;
b)  a sua deflagração é necessária caso a apuração do quantum debeatur dependa de cálculo aritmético;
c)  a sua deflagração pode ocorrer a requerimento do credor, mas não do devedor;
d)  se a sentença condenatória contiver uma parte líquida e outra ilíquida, deve o credor promover, antes, a liquidação desta;
e) as decisões interlocutórias proferidas não são impugnáveis por qualquer via recursal típica.",A,direito processual civil,Da Liquidação de Sentença (arts. 509 a 512)
#1739386,TJPR,FGV,2021,"Sobre o procedimento de liquidação de sentença, é correto afirmar que:
a)  a liquidação por arbitramento se aplica quando houver necessidade de alegar e provar fato novo relacionado com o quantum debeatur;
b)  em caso de julgamento parcial de mérito estabelecendo obrigações líquida e ilíquida, poderá a parte liquidar ou executar a obrigação, independentemente de
caução, ainda que haja recurso pendente de julgamento;
c)  quando a apuração do valor depender de cálculo aritmético, o credor deverá instaurar a liquidação por cálculos, com a participação do contador judicial ou de
perito contábil;
d)  em caso de omissão do título judicial, os juros moratórios podem ser incluídos na liquidação desde que a parte tenha formulado o pedido na inicial;
e)  não cabe agravo de instrumento contra as decisões proferidas em sede de liquidação de sentença, devendo a parte, se houver interesse, manejar exceção de
pré-executividade.",B,direito processual civil,Da Liquidação de Sentença (arts. 509 a 512)
#236874,TJPA,FGV,2008,"Determinada a liquidação por arbitramento na sentença, a alteração desta pelo juízo, em momento ulterior, implica uma decisão:
a)  irregular.
b)  legítima.
c)  nula.
d)  anulável.
e)  ineficaz.",B,direito processual civil,Da Liquidação de Sentença (arts. 509 a 512)
#3248289,TRF3,FGV,2025,"Quanto ao cumprimento de sentença, assinale a alternativa correta:
a)  Independe de demonstração de que se realizou a condição ou de que ocorreu o termo, quando o juiz decidir relação jurídica sujeita a condição ou termo.
b)  Não comporta intimação por edital.
c)  Não poderá ser promovido em face do fiador, do coobrigado ou do corresponsável que não tiver participado da fase de conhecimento.
d)  Possibilita nova discussão da lide ou modificação da sentença que a julgou em caso de matéria de ordem pública.
e)  Não incide em caso de benefícios assistenciais.",C,direito processual civil,Do Cumprimento da Sentença (arts. 513 a 538)
#3354899,TJSE,FGV,2025,"Joana ajuizou ação, pelo procedimento comum, em face de Valmir, seu vizinho, na qual requereu a condenação do réu a remover o muro divisório entre as
respectivas casas, por ele ter sido construído em desconformidade com a legislação civil sobre direito de vizinhança.
Na sentença, o juiz julgou procedente o pedido, condenando Valmir a remover a construção. Outrossim, o magistrado também condenou Valmir ao pagamento das custas
processuais e honorários advocatícios, a despeito da ausência de pedido de Joana a respeito.
Transitada em julgado a sentença, Joana requereu seu cumprimento ao juízo, o qual fixou 15 dias para Valmir retirar o muro, sob pena de multa diária. Findo o prazo
assinalado, diante da inércia de Valmir, Joana pediu a conversão da obrigação em perdas em danos.
Tomando o caso acima como premissa, é correto afirmar que:
a)  é dispensada a formulação de pedido expresso de condenação do réu ao reembolso das custas processuais e pagamento de honorários advocatícios, tratando-se
de pedidos implícitos;
b)  a conversão da obrigação em perdas e danos é vedada na hipótese, por ser possível a obtenção da tutela específica, independentemente do requerimento
formulado por Joana;
c)  o juiz poderá, de ofício ou a requerimento, modificar apenas o valor ou a periodicidade da multa vincenda, caso verifique que se tornou insuficiente ou excessiva;
d)  a fixação de multa diária se deu mediante requerimento de Joana, visto que as medidas necessárias para a satisfação do exequente de tal espécie de obrigação
dependem de pedido da parte;
e)  a hipótese narrada admite o cumprimento provisório de sentença, visto que o recurso de apelação, como regra, possui efeito meramente devolutivo.",A,direito processual civil,Do Cumprimento da Sentença (arts. 513 a 538)
#3485582,TJTO,FGV,2025,"Intentada ação em que a parte autora pleiteava a condenação do réu a cumprir uma obrigação contratual, este, depois de validamente citado, apresentou
contestação, suscitando questões preliminares e meritórias.
Encerrada a fase postulatória, o juiz da causa de imediato procedeu ao julgamento antecipado do mérito, rejeitando os argumentos defensivos do réu e proferindo
sentença em que acolhia, na íntegra, o pedido do demandante.
Tendo o demandado interposto recurso de apelação, o órgão fracionário do Tribunal dele conheceu, negando-lhe, contudo, provimento, após o que adveio o trânsito em
julgado.
Instaurada a fase procedimental de cumprimento de sentença, o réu, depois de regularmente intimado, ofertou no prazo legal a sua impugnação, alegando e
comprovando que já havia efetuado o pagamento da obrigação cobrada. Acrescentou ele que, embora não tivesse invocado esse argumento defensivo em sua precedente
contestação, trata-se de fato extintivo do direito do autor, matéria cognoscível ex officio pelo órgão judicial.
Nesse quadro, caberá ao juiz:
a)  conhecer da matéria defensiva arguida na impugnação ao cumprimento de sentença, mas rejeitá-la em seu mérito, ressalvando a faculdade do devedor de
suscitá-la em sede de embargos à execução;
b)  deixar de conhecer da matéria defensiva arguida na impugnação ao cumprimento de sentença, ressalvando a faculdade do devedor de suscitá-la em sede de
ação rescisória;
c)  deixar de conhecer da matéria defensiva arguida na impugnação ao cumprimento de sentença;
d)  conhecer da matéria defensiva arguida na impugnação ao cumprimento de sentença, mas rejeitá-la em seu mérito;
e)  conhecer da matéria defensiva arguida na impugnação ao cumprimento de sentença, acolhendo-a em seu mérito.",C,direito processual civil,Do Cumprimento da Sentença (arts. 513 a 538)
