Tema da RG,Numero do processo,Relator,Data de julgamento,Ramo do direito,Resultado,Tese,Ementa,Legislação,Jurisprudência,Data de publicação,Órgão julgador
458,ARE 643085,MINISTRO PRESIDENTE,8/4/2011,"DIREITO DO CONSUMIDOR, DIREITO FINANCEIRO",Aguardando julgamento,,"RECURSO. Agravo convertido em Extraordinário. Inadmissibilidade deste. Exibição de documentos. Extratos bancários. Instituição financeira. Direito do consumidor. Tema infraconstitucional. Precedentes. Ausência de repercussão geral. Recurso extraordinário não conhecido. Não apresenta repercussão geral recurso extraordinário que, tendo por objeto dever de as instituições financeiras entregarem os extratos de conta poupança aos respectivos titulares, quando solicitados, versa sobre tema infraconstitucional.",,,9/6/2011,Tribunal Pleno
4,RE 566621,ELLEN GRACIE,8/1/2011,"DIREITO CIVIL, DIREITO TRIBUTÁRIO",Aguardando julgamento,,"DIREITO TRIBUTÁRIO – LEI INTERPRETATIVA – APLICAÇÃO RETROATIVA DA LEI COMPLEMENTAR Nº 118/2005 – DESCABIMENTO – VIOLAÇÃO À SEGURANÇA JURÍDICA – NECESSIDADE DE OBSERVÂNCIA DA VACACIO LEGIS – APLICAÇÃO DO PRAZO REDUZIDO PARA REPETIÇÃO OU COMPENSAÇÃO DE INDÉBITOS AOS PROCESSOS AJUIZADOS A PARTIR DE 9 DE JUNHO DE 2005. Quando do advento da LC 118/05, estava consolidada a orientação da Primeira Seção do STJ no sentido de que, para os tributos sujeitos a lançamento por homologação, o prazo para repetição ou compensação de indébito era de 10 anos contados do seu fato gerador, tendo em conta a aplicação combinada dos arts. 150, § 4º, 156, VII, e 168, I, do CTN. A LC 118/05, embora tenha se auto-proclamado interpretativa, implicou inovação normativa, tendo reduzido o prazo de 10 anos contados do fato gerador para 5 anos contados do pagamento indevido. Lei supostamente interpretativa que, em verdade, inova no mundo jurídico deve ser considerada como lei nova. Inocorrência de violação à autonomia e independência dos Poderes, porquanto a lei expressamente interpretativa também se submete, como qualquer outra, ao controle judicial quanto à sua natureza, validade e aplicação. A aplicação retroativa de novo e reduzido prazo para a repetição ou compensação de indébito tributário estipulado por lei nova, fulminando, de imediato, pretensões deduzidas tempestivamente à luz do prazo então aplicável, bem como a aplicação imediata às pretensões pendentes de ajuizamento quando da publicação da lei, sem resguardo de nenhuma regra de transição, implicam ofensa ao princípio da segurança jurídica em seus conteúdos de proteção da confiança e de garantia do acesso à Justiça. Afastando-se as aplicações inconstitucionais e resguardando-se, no mais, a eficácia da norma, permite-se a aplicação do prazo reduzido relativamente às ações ajuizadas após a vacatio legis, conforme entendimento consolidado por esta Corte no enunciado 445 da Súmula do Tribunal. O prazo de vacatio legis de 120 dias permitiu aos contribuintes não apenas que tomassem ciência do novo prazo, mas também que ajuizassem as ações necessárias à tutela dos seus direitos. Inaplicabilidade do art. 2.028 do Código Civil, pois, não havendo lacuna na LC 118/08, que pretendeu a aplicação do novo prazo na maior extensão possível, descabida sua aplicação por analogia. Além disso, não se trata de lei geral, tampouco impede iniciativa legislativa em contrário. Reconhecida a inconstitucionalidade art. 4º, segunda parte, da LC 118/05, considerando-se válida a aplicação do novo prazo de 5 anos tão-somente às ações ajuizadas após o decurso da vacatio legis de 120 dias, ou seja, a partir de 9 de junho de 2005. Aplicação do art. 543-B, § 3º, do CPC aos recursos sobrestados. Recurso extraordinário desprovido.","CTN - art. 168; inc. I, CPC - art. 543-B; §3º",,10/11/2011,Tribunal Pleno
202,RE 596177,RICARDO LEWANDOWSKI,8/1/2011,"DIREITO CONSTITUCIONAL, DIREITO EMPRESARIAL, DIREITO PREVIDENCIÁRIO, DIREITO TRIBUTÁRIO",Aguardando julgamento,,"CONSTITUCIONAL. TRIBUTÁRIO. CONTRIBUIÇÃO SOCIAL PREVIDENCIÁRIA. EMPREGADOR RURAL PESSOA FÍSICA. INCIDÊNCIA SOBRE A COMERCIALIZAÇÃO DA PRODUÇÃO. ART. 25 DA LEI 8.212/1991, NA REDAÇÃO DADA PELO ART. 1º DA LEI 8.540/1992. INCONSTITUCIONALIDADE. I – Ofensa ao art. 150, II, da CF em virtude da exigência de dupla contribuição caso o produtor rural seja empregador. II – Necessidade de lei complementar para a instituição de nova fonte de custeio para a seguridade social. III – RE conhecido e provido para reconhecer a inconstitucionalidade do art. 1º da Lei 8.540/1992, aplicando-se aos casos semelhantes o disposto no art. 543-B do CPC.","Lei nº 8.212/1991 - art. 25, Lei nº 8.540/1992 - art. 1º, CF/88 - art. 150; inc. II, CPC - art. 543-B",,8/29/2011,Tribunal Pleno
302,RE 603191,ELLEN GRACIE,6/30/2011,"DIREITO CONSTITUCIONAL, DIREITO ECONÔMICO, DIREITO TRIBUTÁRIO",Aguardando julgamento,,"DIREITO TRIBUTÁRIO. SUBSTITUIÇÃO TRIBUTÁRIA. RETENÇÃO DE 11% ART. 31 DA LEI 8.212/91, COM A REDAÇÃO DA LEI 9.711/98. CONSTITUCIONALIDADE. 1. Na substituição tributária, sempre teremos duas normas: a) a norma tributária impositiva, que estabelece a relação contributiva entre o contribuinte e o fisco; b) a norma de substituição tributária, que estabelece a relação de colaboração entre outra pessoa e o fisco, atribuindo-lhe o dever de recolher o tributo em lugar do contribuinte. 2. A validade do regime de substituição tributária depende da atenção a certos limites no que diz respeito a cada uma dessas relações jurídicas. Não se pode admitir que a substituição tributária resulte em transgressão às normas de competência tributária e ao princípio da capacidade contributiva, ofendendo os direitos do contribuinte, porquanto o contribuinte não é substituído no seu dever fundamental de pagar tributos. A par disso, há os limites à própria instituição do dever de colaboração que asseguram o terceiro substituto contra o arbítrio do legislador. A colaboração dele exigida deve guardar respeito aos princípios da razoabilidade e da proporcionalidade, não se lhe podendo impor deveres inviáveis, excessivamente onerosos, desnecessários ou ineficazes. 3. Não há qualquer impedimento a que o legislador se valha de presunções para viabilizar a substituição tributária, desde que não lhes atribua caráter absoluto. 4. A retenção e recolhimento de 11% sobre o valor da nota fiscal é feita por conta do montante devido, não descaracterizando a contribuição sobre a folha de salários na medida em que a antecipação é em seguida compensada pelo contribuinte com os valores por ele apurados como efetivamente devidos forte na base de cálculo real. Ademais, resta assegurada a restituição de eventuais recolhimentos feitos a maior. 5. Inexistência de extrapolação da base econômica do art. 195, I, a, da Constituição, e de violação ao princípio da capacidade contributiva e à vedação do confisco, estampados nos arts. 145, § 1º, e 150, IV, da Constituição. Prejudicados os argumentos relativos à necessidade de lei complementar, esgrimidos com base no art. 195, § 4º, com a remissão que faz ao art. 154, I, da Constituição, porquanto não se trata de nova contribuição. 6. Recurso extraordinário a que se nega provimento. 7. Aos recursos sobrestados, que aguardavam a análise da matéria por este STF, aplica-se o art. 543-B, § 3º, do CPC.","Lei nº 8.212/91 - art. 31, CPC - art. 543-B; §3º",,9/5/2011,Tribunal Pleno
452,RE 639138,GILMAR MENDES,6/30/2011,"DIREITO CONSTITUCIONAL, DIREITO PREVIDENCIÁRIO",Aguardando julgamento,,Direito Constitucional e Previdenciário. 2. Previdência Complementar. Cálculo da aposentadoria. 3. Contrato que prevê a aplicação de percentuais distintos para homens e mulheres. 4. Fator de discrímen constitucional aplicado aos regimes geral e próprio de previdência. Extensão a contratos de planos de previdência privada. 5. Discussão acerca da observância do princípio da isonomia. 6. Relevância do tema. Repercussão geral reconhecida.,,,5/29/2013,Tribunal Pleno
451,RE 635729,DIAS TOFFOLI,6/30/2011,,Aguardando julgamento,,"Juizado especial. Parágrafo 5º do art. 82 da Lei nº 9.099/95. Ausência de fundamentação. Artigo 93, inciso IX, da Constituição Federal. Não ocorrência. Possibilidade de o colégio recursal fazer remissão aos fundamentos adotados na sentença. Jurisprudência pacificada na Corte. Matéria com repercussão geral. Reafirmação da jurisprudência do Supremo Tribunal Federal.","Lei nº 9.099/95 - art. 82, CF/88 - art. 93; inc. IX",,8/24/2011,Tribunal Pleno
453,RE 642553,GILMAR MENDES,6/23/2011,"DIREITO CONSTITUCIONAL, DIREITO PENAL, DIREITO PROCESSUAL PENAL",Aguardando julgamento,,"Constitucional. 2. Direito Processual Penal. 3. Competência. 4. Manutenção da prerrogativa de foro para magistrados que não mais exercem o cargo em razão de aposentadoria. 5. Violação dos artigos 5º, LIII, LIV e LV; 93, IX; 95, I; e 105, I, ""a"", da Constituição Federal. 6. Repercussão geral reconhecida.",CF/88 - art. 105; inc. I,,9/2/2011,Tribunal Pleno
448,RE 642682,MINISTRO PRESIDENTE,6/23/2011,,Tese fixada,"É incompatível com a Constituição a extensão, aos policiais militares inativos e pensionistas, do adicional de insalubridade instituído pela Lei Complementar 432/1985 do Estado de São Paulo","RECURSO. Extraordinário. Adicional de insalubridade. Lei Complementar Estadual nº 432/1985. Extensão. Policiais militares inativos. Precedentes. Repercussão geral reconhecida. Reafirmação da jurisprudência. Recurso improvido. É incompatível com a Constituição a extensão, aos policiais militares inativos e pensionistas, do adicional de insalubridade instituído pela Lei Complementar 432/1985 do Estado de São Paulo.",,,9/6/2011,Tribunal Pleno
443,ARE 640514,MINISTRO PRESIDENTE,6/23/2011,,Aguardando julgamento,,"RECURSO. Agravo convertido em Extraordinário. Inadmissibilidade deste. Ajuda de custo. Reajuste. Atualização. Final de cada exercício. Lei Municipal 4.823/1996. Tema infraconstitucional. Precedentes. Ausência de repercussão geral. Recurso extraordinário não conhecido. Não apresenta repercussão geral recurso extraordinário que, tendo por objeto o reajuste da ajuda de custo instituída pelo artigo 12 da Lei Municipal 4.823/1996, com base nos parâmetros do Decreto Municipal 19.844/1997, versa sobre tema infraconstitucional.",,,9/8/2011,Tribunal Pleno
441,AI 838188,MINISTRO PRESIDENTE,6/23/2011,DIREITO CONSTITUCIONAL,Aguardando julgamento,,"RECURSO. Agravo de instrumento convertido em Extraordinário. Reserva de plenário. Exigência. Norma anterior à Constituição Federal de 1988. Relevância do tema. Repercussão geral reconhecida. Apresenta repercussão geral recurso extraordinário que verse sobre a exigência de observância da regra constitucional da reserva de plenário quando, eventualmente, for o caso de negar-se aplicação de norma anterior à Constituição Federal de 1988.",,,9/1/2011,Tribunal Pleno
442,RE 638706,MINISTRO PRESIDENTE,6/23/2011,,Aguardando julgamento,,"RECURSO. Extraordinário. Inadmissibilidade. Inexigibilidade de título judicial. Decisão superveniente do STJ. Tema infraconstitucional. Ausência de repercussão geral. Recurso extraordinário não conhecido. Não apresenta repercussão geral recurso extraordinário que, tendo por objeto a inexigibilidade de título judicial cujo fundamento contraria decisão superveniente do Superior Tribunal de Justiça sobre tema declarado de natureza infraconstitucional pelo Supremo Tribunal Federal, versa sobre tema infraconstitucional.",,,8/31/2011,Tribunal Pleno
444,AI 845156,MINISTRO PRESIDENTE,6/23/2011,,Aguardando julgamento,,"RECURSO. Agravo de instrumento convertido em Extraordinário. Inadmissibilidade deste. Verba paga a título de plantão na área de saúde. Reflexos. Décimo terceiro salário. Adicional de férias. Tema infraconstitucional. Precedentes. Ausência de repercussão geral. Recurso extraordinário não conhecido. Não apresenta repercussão geral recurso extraordinário que, tendo por objeto a incidência de verba paga a título de plantão na área de saúde na base de cálculo do décimo terceiro salário e do adicional de férias, versa sobre tema infraconstitucional.",,,9/9/2011,Tribunal Pleno
449,AI 838194,MINISTRO PRESIDENTE,6/23/2011,,Aguardando julgamento,,"RECURSO. Agravo de instrumento convertido em Extraordinário. Serviço Militar. Estudante de medicina. Dispensa por excesso de contingente. Nova convocação. Relevância do tema. Repercussão geral reconhecida. Apresenta repercussão geral recurso extraordinário que verse sobre a convocação, após conclusão do curso, de estudante de medicina dispensado do serviço militar obrigatório por excesso de contingente.",,,9/9/2011,Tribunal Pleno
440,ARE 637607,MINISTRO PRESIDENTE,6/23/2011,DIREITO ADMINISTRATIVO,Tese fixada,"É compatível com a Constituição a redução da Gratificação Especial de Retorno à Atividade – GERA, se o ingresso ou reingresso dos servidores públicos, aos quadros do CVMI, ocorreu após a edição da Lei Estadual 10","RECURSO. Agravo convertido em Extraordinário. Gratificação Especial de Retorno à Atividade – GERA. Redução legal. Vigência da lei redutora. Reingresso de servidores públicos. Repercussão geral reconhecida. Precedentes. Reafirmação da jurisprudência. Recurso improvido. É compatível com a Constituição a redução da Gratificação Especial de Retorno à Atividade – GERA, se o ingresso ou reingresso dos servidores públicos, aos quadros do CVMI, ocorreu após a edição da Lei Estadual 10.916/1997.",,,9/6/2011,Tribunal Pleno
447,ARE 642827,MINISTRO PRESIDENTE,6/23/2011,DIREITO ADMINISTRATIVO,Tese fixada,"É compatível com a Constituição a extensão, aos servidores públicos inativos e pensionistas, dos critérios de cálculo da Gratificação de Desempenho de Atividade Técnico-Administrativa do Meio Ambiente – GDAMB estabelecidos para os servidores públicos em atividade","RECURSO. Agravo convertido em Extraordinário. Gratificação de Desempenho de Atividade Técnico-Administrativa do Meio Ambiente – GDAMB. Critérios de cálculo. Extensão. Servidores públicos inativos e pensionistas. Precedentes. Repercussão geral reconhecida. Reafirmação da jurisprudência. Recurso improvido. É compatível com a Constituição a extensão, aos servidores públicos inativos e pensionistas, dos critérios de cálculo da Gratificação de Desempenho de Atividade Técnico-Administrativa do Meio Ambiente – GDAMB estabelecidos para os servidores públicos em atividade.",,,8/31/2011,Tribunal Pleno
446,ARE 640523,MINISTRO PRESIDENTE,6/23/2011,DIREITO DO CONSUMIDOR,Aguardando julgamento,,"RECURSO. Agravo convertido em Extraordinário. Inadmissibilidade deste. Valor das astreintes. Destinação. Fundo estadual de defesa do consumidor. Tema infraconstitucional. Precedentes. Ausência de repercussão geral. Recurso extraordinário não conhecido. Não apresenta repercussão geral recurso extraordinário que, tendo por objeto a possibilidade de se destinar parte do valor das astreintes a fundo de defesa do consumidor, versa sobre tema infraconstitucional.",,,8/31/2011,Tribunal Pleno
450,ARE 638195,MINISTRO PRESIDENTE,6/23/2011,,Aguardando julgamento,,RECURSO. Extraordinário. Correção monetária. Incidência. Período entre cálculo e efetivo pagamento da requisição de pequeno valor. Relevância do tema. Repercussão geral reconhecida. Apresenta repercussão geral recurso extraordinário que verse sobre a aplicação de correção monetária no período entre a data do cálculo e o efetivo pagamento da requisição de pequeno valor - RPV.,,,8/31/2011,Tribunal Pleno
445,RE 636553,GILMAR MENDES,6/16/2011,DIREITO ADMINISTRATIVO,Aguardando julgamento,,"Recurso extraordinário. 2. Servidor público. Aposentadoria. 3. Anulação do ato pelo TCU. Discussão sobre a incidência do prazo decadencial de 5 anos, previsto na Lei 9.784/99, para a Administração anular seus atos, quando eivados de ilegalidade. Súmula 473 do STF. Observância dos princípios do contraditório e da ampla defesa. Repercussão geral reconhecida.",,Súmula 473,6/25/2012,Tribunal Pleno
434,RE 596542,MINISTRO PRESIDENTE,6/16/2011,,Tese fixada,"É compatível com a Constituição lei específica que altera o cálculo da Gratificação por Produção Suplementar - GPS, desde que não haja redução da remuneração na sua totalidade","RECURSO. Extraordinário. Gratificação por Produção Suplementar - GPS. Alteração do cálculo. Lei específica. Irredutibilidade de vencimentos. Repercussão geral reconhecida. Precedentes. Reafirmação da jurisprudência. Recurso improvido. É compatível com a Constituição lei específica que altera o cálculo da Gratificação por Produção Suplementar - GPS, desde que não haja redução da remuneração na sua totalidade.",,,9/16/2011,Tribunal Pleno
